Gene,Protein.ID,Protein.Description,logFC,AveExpr,comparison.label,sample,pvalue,hit_annotation
EIF1B,O60739,Eukaryotic translation initiation factor 1b,-1.464232098,20.17711209,PA_UV vs PA_NoUV,cytosole,1.60E-09,hit
ENOSF1,Q7L5Y1,Mitochondrial enolase superfamily member 1,-1.432906111,18.85692297,PA_UV vs PA_NoUV,cytosole,1.62E-09,hit
UPF2,Q9HAU5,Regulator of nonsense transcripts 2,-1.377588009,19.61732778,PA_UV vs PA_NoUV,cytosole,1.64E-09,hit
CLIC4,Q9Y696,Chloride intracellular channel protein 4,-1.71210208,19.89718528,PA_UV vs PA_NoUV,cytosole,1.66E-09,hit
PSMG2,Q969U7,Proteasome assembly chaperone 2,-1.719678354,21.48169503,PA_UV vs PA_NoUV,cytosole,1.66E-09,hit
PUM1,Q14671,Pumilio homolog 1,-1.612601152,19.36615966,PA_UV vs PA_NoUV,cytosole,1.68E-09,hit
RPL13A,P40429,60S ribosomal protein L13a,-1.786378454,24.22831314,PA_UV vs PA_NoUV,cytosole,1.70E-09,hit
MAP2K6,P52564,Dual specificity mitogen-activated protein kinase kinase 6,-1.55915498,20.88343796,PA_UV vs PA_NoUV,cytosole,1.71E-09,hit
USP47,Q96K76,Ubiquitin carboxyl-terminal hydrolase 47,-1.626796003,20.95614447,PA_UV vs PA_NoUV,cytosole,1.72E-09,hit
RPL7,P18124,60S ribosomal protein L7,-1.66991399,23.70559795,PA_UV vs PA_NoUV,cytosole,1.72E-09,hit
ARHGAP1,Q07960,Rho GTPase-activating protein 1,-1.248296922,21.00515571,PA_UV vs PA_NoUV,cytosole,1.76E-09,hit
CMBL,Q96DG6,Carboxymethylenebutenolidase homolog,-1.871590399,23.58730552,PA_UV vs PA_NoUV,cytosole,1.77E-09,hit
POTEKP,Q9BYX7,Putative beta-actin-like protein 3,-1.079585043,20.44019973,PA_UV vs PA_NoUV,cytosole,1.80E-09,hit
ADSL,P30566,Adenylosuccinate lyase,-1.822120699,21.23407119,PA_UV vs PA_NoUV,cytosole,1.80E-09,hit
ANXA11,P50995,Annexin A11,-1.668444058,22.36348792,PA_UV vs PA_NoUV,cytosole,1.81E-09,hit
EIF4H,Q15056,Eukaryotic translation initiation factor 4H,-1.99341621,20.33818934,PA_UV vs PA_NoUV,cytosole,1.91E-09,hit
LANCL1,O43813,Glutathione S-transferase LANCL1,-1.58651477,20.825581,PA_UV vs PA_NoUV,cytosole,1.96E-09,hit
YWHAQ,P27348,14-3-3 protein theta,-1.525212769,23.58147962,PA_UV vs PA_NoUV,cytosole,2.00E-09,hit
NDRG1,Q92597,Protein NDRG1,-1.342438018,18.99867729,PA_UV vs PA_NoUV,cytosole,2.01E-09,hit
RPL18A,Q02543,60S ribosomal protein L18a,-1.426988288,22.76942485,PA_UV vs PA_NoUV,cytosole,2.03E-09,hit
SAE1,Q9UBE0,SUMO-activating enzyme subunit 1,-1.378188873,23.41539917,PA_UV vs PA_NoUV,cytosole,2.05E-09,hit
CLIP1,P30622,CAP-Gly domain-containing linker protein 1,-1.8914835,19.77520009,PA_UV vs PA_NoUV,cytosole,2.06E-09,hit
LIMCH1,Q9UPQ0,LIM and calponin homology domains-containing protein 1,-1.339950219,18.18551463,PA_UV vs PA_NoUV,cytosole,2.07E-09,hit
WDR4,P57081,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4,-1.252265418,21.47059438,PA_UV vs PA_NoUV,cytosole,2.10E-09,hit
AKR1B1,P15121,Aldo-keto reductase family 1 member B1,-1.765061426,23.84322281,PA_UV vs PA_NoUV,cytosole,2.16E-09,hit
FLNA,P21333,Filamin-A,-1.427193954,25.21342285,PA_UV vs PA_NoUV,cytosole,2.18E-09,hit
PRPF19,Q9UMS4,Pre-mRNA-processing factor 19,-1.381870272,20.75910125,PA_UV vs PA_NoUV,cytosole,2.18E-09,hit
ADPRS,Q9NX46,ADP-ribosylhydrolase ARH3,-1.738797793,18.66994906,PA_UV vs PA_NoUV,cytosole,2.19E-09,hit
CUL3,Q13618,Cullin-3,-1.090654061,20.74208374,PA_UV vs PA_NoUV,cytosole,2.21E-09,hit
HGS,O14964,Hepatocyte growth factor-regulated tyrosine kinase substrate,-1.402644358,19.3185835,PA_UV vs PA_NoUV,cytosole,2.22E-09,hit
TRAPPC3,O43617,Trafficking protein particle complex subunit 3,-1.660156854,20.57071099,PA_UV vs PA_NoUV,cytosole,2.22E-09,hit
NAPRT,Q6XQN6,Nicotinate phosphoribosyltransferase,-1.243013803,22.54266462,PA_UV vs PA_NoUV,cytosole,2.22E-09,hit
BAG2,O95816,BAG family molecular chaperone regulator 2,-1.418424506,20.86412001,PA_UV vs PA_NoUV,cytosole,2.30E-09,hit
RPUSD2,Q8IZ73,Pseudouridylate synthase RPUSD2,-1.20461068,21.2753396,PA_UV vs PA_NoUV,cytosole,2.36E-09,hit
RPS9,P46781,40S ribosomal protein S9,-1.491550116,24.63359493,PA_UV vs PA_NoUV,cytosole,2.36E-09,hit
RUVBL2,Q9Y230,RuvB-like 2,-1.26031145,22.79261582,PA_UV vs PA_NoUV,cytosole,2.40E-09,hit
IDI1,Q13907,Isopentenyl-diphosphate Delta-isomerase 1,-1.738151528,21.62277169,PA_UV vs PA_NoUV,cytosole,2.41E-09,hit
TCEA1,P23193,Transcription elongation factor A protein 1,-2.054964117,18.97134125,PA_UV vs PA_NoUV,cytosole,2.41E-09,hit
COPB1,P53618,Coatomer subunit beta,-1.365881113,21.89259234,PA_UV vs PA_NoUV,cytosole,2.48E-09,hit
CNDP2,Q96KP4,Cytosolic non-specific dipeptidase,-1.377558368,21.00627732,PA_UV vs PA_NoUV,cytosole,2.51E-09,hit
STAT5A,P42229,Signal transducer and activator of transcription 5A,-1.619029987,19.4959787,PA_UV vs PA_NoUV,cytosole,2.53E-09,hit
CAST,P20810,Calpastatin,-2.023956541,18.85703055,PA_UV vs PA_NoUV,cytosole,2.55E-09,hit
PSMA6,P60900,Proteasome subunit alpha type-6,-1.271006945,23.88004293,PA_UV vs PA_NoUV,cytosole,2.56E-09,hit
NUBP2,Q9Y5Y2,Cytosolic Fe-S cluster assembly factor NUBP2,-1.655140777,19.14684756,PA_UV vs PA_NoUV,cytosole,2.57E-09,hit
DUSP3,P51452,Dual specificity protein phosphatase 3,-1.907714481,19.76618168,PA_UV vs PA_NoUV,cytosole,2.59E-09,hit
RBMS1,P29558,"RNA-binding motif, single-stranded-interacting protein 1",-1.325972796,19.1138981,PA_UV vs PA_NoUV,cytosole,2.63E-09,hit
SRP14,P37108,Signal recognition particle 14 kDa protein,-1.21139263,22.65640574,PA_UV vs PA_NoUV,cytosole,2.64E-09,hit
ROCK2,O75116,Rho-associated protein kinase 2,-1.319698685,20.27422394,PA_UV vs PA_NoUV,cytosole,2.65E-09,hit
EIF3L,Q9Y262,Eukaryotic translation initiation factor 3 subunit L,-1.233495998,23.57368947,PA_UV vs PA_NoUV,cytosole,2.72E-09,hit
PYCR3,Q53H96,Pyrroline-5-carboxylate reductase 3,-1.510902408,19.07494019,PA_UV vs PA_NoUV,cytosole,2.75E-09,hit
SKP1,P63208,S-phase kinase-associated protein 1,-1.345803158,20.99410053,PA_UV vs PA_NoUV,cytosole,2.84E-09,hit
ILK,Q13418,Integrin-linked protein kinase,-1.195582233,19.57363122,PA_UV vs PA_NoUV,cytosole,2.88E-09,hit
TIPRL,O75663,TIP41-like protein,-1.394570839,20.29553752,PA_UV vs PA_NoUV,cytosole,2.91E-09,hit
EIF5A,P63241,Eukaryotic translation initiation factor 5A-1,-2.110717446,22.20371619,PA_UV vs PA_NoUV,cytosole,2.94E-09,hit
EIF3K,Q9UBQ5,Eukaryotic translation initiation factor 3 subunit K,-1.183422905,21.74029653,PA_UV vs PA_NoUV,cytosole,2.94E-09,hit
RPL24,P83731,60S ribosomal protein L24,-1.922943683,23.90350001,PA_UV vs PA_NoUV,cytosole,3.05E-09,hit
PSMC5,P62195,26S proteasome regulatory subunit 8,-1.305944091,21.88926051,PA_UV vs PA_NoUV,cytosole,3.07E-09,hit
PWP1,Q13610,Periodic tryptophan protein 1 homolog,-1.376795328,18.83147743,PA_UV vs PA_NoUV,cytosole,3.11E-09,hit
YWHAH,Q04917,14-3-3 protein eta,-1.425742706,23.42273226,PA_UV vs PA_NoUV,cytosole,3.12E-09,hit
SORD,Q00796,Sorbitol dehydrogenase,-1.788747635,22.54425395,PA_UV vs PA_NoUV,cytosole,3.12E-09,hit
HSPA4L,O95757,Heat shock 70 kDa protein 4L,-1.24342922,23.72125976,PA_UV vs PA_NoUV,cytosole,3.19E-09,hit
CHAC2,Q8WUX2,Glutathione-specific gamma-glutamylcyclotransferase 2,-1.395759225,19.31256536,PA_UV vs PA_NoUV,cytosole,3.29E-09,hit
CFL1,P23528,Cofilin-1,-1.785553958,23.53568974,PA_UV vs PA_NoUV,cytosole,3.32E-09,hit
CUTC,Q9NTM9,Copper homeostasis protein cutC homolog,-1.432671716,18.81332598,PA_UV vs PA_NoUV,cytosole,3.34E-09,hit
UBA3,Q8TBC4,NEDD8-activating enzyme E1 catalytic subunit,-1.382584,22.23208022,PA_UV vs PA_NoUV,cytosole,3.42E-09,hit
PHF6,Q8IWS0,PHD finger protein 6,-1.39391526,20.97478063,PA_UV vs PA_NoUV,cytosole,3.46E-09,hit
DUS1L,Q6P1R4,tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like,-1.15739879,19.94410445,PA_UV vs PA_NoUV,cytosole,3.51E-09,hit
IARS1,P41252,"Isoleucine--tRNA ligase, cytoplasmic",-1.231578975,25.18958435,PA_UV vs PA_NoUV,cytosole,3.58E-09,hit
TUBG1,P23258,Tubulin gamma-1 chain,-1.536372861,19.07413153,PA_UV vs PA_NoUV,cytosole,3.59E-09,hit
RTRAF,Q9Y224,"RNA transcription, translation and transport factor protein",-1.23372207,20.86508417,PA_UV vs PA_NoUV,cytosole,3.60E-09,hit
PDXP,Q96GD0,Chronophin,-1.328844882,17.40600439,PA_UV vs PA_NoUV,cytosole,3.65E-09,hit
FUS,P35637,RNA-binding protein FUS,-1.598802879,21.66814249,PA_UV vs PA_NoUV,cytosole,3.67E-09,hit
PSMD6,Q15008,26S proteasome non-ATPase regulatory subunit 6,-1.216838448,22.06272707,PA_UV vs PA_NoUV,cytosole,3.72E-09,hit
KPNA2,P52292,Importin subunit alpha-1,-1.035212278,22.73633701,PA_UV vs PA_NoUV,cytosole,3.74E-09,hit
GCLC,P48506,Glutamate--cysteine ligase catalytic subunit,-1.57753031,20.49059557,PA_UV vs PA_NoUV,cytosole,3.75E-09,hit
RPS27,P42677,40S ribosomal protein S27,-1.696298398,21.71510735,PA_UV vs PA_NoUV,cytosole,3.75E-09,hit
KPNA6,O60684,Importin subunit alpha-7,-1.223020387,22.51780137,PA_UV vs PA_NoUV,cytosole,3.77E-09,hit
ADH5,P11766,Alcohol dehydrogenase class-3,-1.723570413,23.02647189,PA_UV vs PA_NoUV,cytosole,3.81E-09,hit
SMN2,Q16637,Survival motor neuron protein,-1.424128039,19.35459127,PA_UV vs PA_NoUV,cytosole,3.82E-09,hit
PSMA7,O14818,Proteasome subunit alpha type-7,-1.619855159,23.51297193,PA_UV vs PA_NoUV,cytosole,3.85E-09,hit
NAXE,Q8NCW5,NAD(P)H-hydrate epimerase,-1.45104213,20.87142613,PA_UV vs PA_NoUV,cytosole,3.86E-09,hit
GLMN,Q92990,Glomulin,-1.908796099,21.22349788,PA_UV vs PA_NoUV,cytosole,3.86E-09,hit
RBM39,Q14498,RNA-binding protein 39,-1.069636596,20.60491604,PA_UV vs PA_NoUV,cytosole,3.88E-09,hit
PSMB1,P20618,Proteasome subunit beta type-1,-1.16127088,22.65768867,PA_UV vs PA_NoUV,cytosole,4.05E-09,hit
SDCBP,O00560,Syntenin-1,-1.778384554,18.07035306,PA_UV vs PA_NoUV,cytosole,4.06E-09,hit
KPNA1,P52294,Importin subunit alpha-5,-1.100099239,17.95542039,PA_UV vs PA_NoUV,cytosole,4.09E-09,hit
DNM2,P50570,Dynamin-2,-1.224070265,19.27596515,PA_UV vs PA_NoUV,cytosole,4.11E-09,hit
GEMIN5,Q8TEQ6,Gem-associated protein 5,-1.113579667,21.45551716,PA_UV vs PA_NoUV,cytosole,4.13E-09,hit
CDC123,O75794,Cell division cycle protein 123 homolog,-1.530051797,21.95362502,PA_UV vs PA_NoUV,cytosole,4.16E-09,hit
TPI1,P60174,Triosephosphate isomerase,-1.908895278,24.06544088,PA_UV vs PA_NoUV,cytosole,4.20E-09,hit
PSMA5,P28066,Proteasome subunit alpha type-5,-1.208670687,20.99488614,PA_UV vs PA_NoUV,cytosole,4.27E-09,hit
NAPA,P54920,Alpha-soluble NSF attachment protein,-1.408069669,17.76500354,PA_UV vs PA_NoUV,cytosole,4.32E-09,hit
TBCE,Q15813,Tubulin-specific chaperone E,-1.407431409,18.60499537,PA_UV vs PA_NoUV,cytosole,4.41E-09,hit
RPS29,P62273,40S ribosomal protein S29,-1.70647251,23.55621237,PA_UV vs PA_NoUV,cytosole,4.45E-09,hit
CCT3,P49368,T-complex protein 1 subunit gamma,-1.793453343,24.54686837,PA_UV vs PA_NoUV,cytosole,4.49E-09,hit
GNPNAT1,Q96EK6,Glucosamine 6-phosphate N-acetyltransferase,-1.695540435,20.24341163,PA_UV vs PA_NoUV,cytosole,4.50E-09,hit
SCRN2,Q96FV2,Secernin-2,-1.510353051,18.80412535,PA_UV vs PA_NoUV,cytosole,4.59E-09,hit
PDE4D,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",-1.327150328,20.32245081,PA_UV vs PA_NoUV,cytosole,4.65E-09,hit
PRRC2C,Q9Y520,Protein PRRC2C,-1.878926232,20.75839337,PA_UV vs PA_NoUV,cytosole,4.65E-09,hit
COPB2,P35606,Coatomer subunit beta',-1.403860463,22.99553128,PA_UV vs PA_NoUV,cytosole,4.68E-09,hit
PTBP1,P26599,Polypyrimidine tract-binding protein 1,-1.31855658,22.37009736,PA_UV vs PA_NoUV,cytosole,4.69E-09,hit
CDK6,Q00534,Cyclin-dependent kinase 6,-1.411909765,18.80865815,PA_UV vs PA_NoUV,cytosole,4.72E-09,hit
HNRNPM,P52272,Heterogeneous nuclear ribonucleoprotein M,-1.391767206,22.08542654,PA_UV vs PA_NoUV,cytosole,4.72E-09,hit
CUL2,Q13617,Cullin-2,-1.083964166,21.87216405,PA_UV vs PA_NoUV,cytosole,4.81E-09,hit
PIN1,Q13526,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,-1.833821354,18.05584462,PA_UV vs PA_NoUV,cytosole,4.89E-09,hit
SQSTM1,Q13501,Sequestosome-1,-1.315282222,20.4534746,PA_UV vs PA_NoUV,cytosole,4.93E-09,hit
RPL32,P62910,60S ribosomal protein L32,-1.794740322,23.89887224,PA_UV vs PA_NoUV,cytosole,4.93E-09,hit
FANCI,Q9NVI1,Fanconi anemia group I protein,-1.202167368,18.28238054,PA_UV vs PA_NoUV,cytosole,4.95E-09,hit
ARHGEF2,Q92974,Rho guanine nucleotide exchange factor 2,-1.699583509,20.2513593,PA_UV vs PA_NoUV,cytosole,5.00E-09,hit
LIG1,P18858,DNA ligase 1,-1.198089291,21.35229188,PA_UV vs PA_NoUV,cytosole,5.03E-09,hit
DHX9,Q08211,ATP-dependent RNA helicase A,-1.155732218,22.92451295,PA_UV vs PA_NoUV,cytosole,5.11E-09,hit
UBE4B,O95155,Ubiquitin conjugation factor E4 B,-1.31045862,20.41963422,PA_UV vs PA_NoUV,cytosole,5.24E-09,hit
NANS,Q9NR45,Sialic acid synthase,-1.307921136,22.32167608,PA_UV vs PA_NoUV,cytosole,5.25E-09,hit
WNK1,Q9H4A3,Serine/threonine-protein kinase WNK1,-1.149672429,21.19161137,PA_UV vs PA_NoUV,cytosole,5.27E-09,hit
CUL1,Q13616,Cullin-1,-1.189374734,21.6918034,PA_UV vs PA_NoUV,cytosole,5.35E-09,hit
SERPINB5,P36952,Serpin B5,-1.641867515,22.65485931,PA_UV vs PA_NoUV,cytosole,5.38E-09,hit
RANBP9,Q96S59,Ran-binding protein 9,-1.258343669,17.60724275,PA_UV vs PA_NoUV,cytosole,5.44E-09,hit
ZNF598,Q86UK7,E3 ubiquitin-protein ligase ZNF598,-1.435565015,17.91180199,PA_UV vs PA_NoUV,cytosole,5.60E-09,hit
AASDHPPT,Q9NRN7,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,-1.396467864,20.76881572,PA_UV vs PA_NoUV,cytosole,5.61E-09,hit
COPG2,Q9UBF2,Coatomer subunit gamma-2,-1.13766488,18.72527669,PA_UV vs PA_NoUV,cytosole,5.61E-09,hit
PEX5,P50542,Peroxisomal targeting signal 1 receptor,-1.25277104,18.41630271,PA_UV vs PA_NoUV,cytosole,5.68E-09,hit
ELOB,Q15370,Elongin-B,-1.280666355,21.67981113,PA_UV vs PA_NoUV,cytosole,5.81E-09,hit
PRPF31,Q8WWY3,U4/U6 small nuclear ribonucleoprotein Prp31,-0.975336069,19.72949188,PA_UV vs PA_NoUV,cytosole,5.82E-09,hit
CBS,P35520,Cystathionine beta-synthase,-1.552173921,22.1508215,PA_UV vs PA_NoUV,cytosole,5.86E-09,hit
PSMA1,P25786,Proteasome subunit alpha type-1,-1.603304117,23.84554043,PA_UV vs PA_NoUV,cytosole,5.96E-09,hit
FAM98A,Q8NCA5,Protein FAM98A,-1.493802238,20.6003265,PA_UV vs PA_NoUV,cytosole,6.06E-09,hit
FN3KRP,Q9HA64,Ketosamine-3-kinase,-1.409656474,21.20478218,PA_UV vs PA_NoUV,cytosole,6.28E-09,hit
RACK1,P63244,Receptor of activated protein C kinase 1,-1.331565071,24.28488772,PA_UV vs PA_NoUV,cytosole,6.37E-09,hit
PSMB5,P28074,Proteasome subunit beta type-5,-1.237665012,23.45619715,PA_UV vs PA_NoUV,cytosole,6.38E-09,hit
ASNS,P08243,Asparagine synthetase [glutamine-hydrolyzing],-1.659392321,22.56698542,PA_UV vs PA_NoUV,cytosole,6.44E-09,hit
NUBP1,P53384,Cytosolic Fe-S cluster assembly factor NUBP1,-1.529812505,19.88880799,PA_UV vs PA_NoUV,cytosole,6.44E-09,hit
RNASEH2A,O75792,Ribonuclease H2 subunit A,-1.334618152,18.79498016,PA_UV vs PA_NoUV,cytosole,6.50E-09,hit
HECTD1,Q9ULT8,E3 ubiquitin-protein ligase HECTD1,-1.35269393,20.80461737,PA_UV vs PA_NoUV,cytosole,6.65E-09,hit
PTPN23,Q9H3S7,Tyrosine-protein phosphatase non-receptor type 23,-1.210346266,19.89157798,PA_UV vs PA_NoUV,cytosole,6.69E-09,hit
DNAJA2,O60884,DnaJ homolog subfamily A member 2,-1.912717183,20.91125323,PA_UV vs PA_NoUV,cytosole,6.69E-09,hit
RPL34,P49207,60S ribosomal protein L34,-1.95222596,23.29914019,PA_UV vs PA_NoUV,cytosole,6.81E-09,hit
KYAT1,Q16773,Kynurenine--oxoglutarate transaminase 1,-1.412149203,19.6085701,PA_UV vs PA_NoUV,cytosole,6.82E-09,hit
TRNT1,Q96Q11,"CCA tRNA nucleotidyltransferase 1, mitochondrial",-1.401288495,21.09881403,PA_UV vs PA_NoUV,cytosole,6.82E-09,hit
HSPA4,P34932,Heat shock 70 kDa protein 4,-1.329376726,25.79069697,PA_UV vs PA_NoUV,cytosole,6.83E-09,hit
ARHGEF1,Q92888,Rho guanine nucleotide exchange factor 1,-1.510255321,20.52196133,PA_UV vs PA_NoUV,cytosole,6.91E-09,hit
PSMD11,O00231,26S proteasome non-ATPase regulatory subunit 11,-1.46716378,22.79486316,PA_UV vs PA_NoUV,cytosole,7.23E-09,hit
AP1M1,Q9BXS5,AP-1 complex subunit mu-1,-1.398005541,18.98646197,PA_UV vs PA_NoUV,cytosole,7.37E-09,hit
ADA,P00813,Adenosine deaminase,-1.412332728,19.95767366,PA_UV vs PA_NoUV,cytosole,7.37E-09,hit
DNMT1,P26358,DNA (cytosine-5)-methyltransferase 1,-0.961657692,20.17326334,PA_UV vs PA_NoUV,cytosole,7.45E-09,hit
PSMD4,P55036,26S proteasome non-ATPase regulatory subunit 4,-1.313818867,20.95319262,PA_UV vs PA_NoUV,cytosole,7.50E-09,hit
HNRNPK,P61978,Heterogeneous nuclear ribonucleoprotein K,-1.245009071,23.27416603,PA_UV vs PA_NoUV,cytosole,7.59E-09,hit
CCDC6,Q16204,Coiled-coil domain-containing protein 6,-1.353789162,20.29059634,PA_UV vs PA_NoUV,cytosole,7.60E-09,hit
MAP2K3,P46734,Dual specificity mitogen-activated protein kinase kinase 3,-1.298595414,20.06183022,PA_UV vs PA_NoUV,cytosole,7.65E-09,hit
NCAPD2,Q15021,Condensin complex subunit 1,-1.599114232,21.88172625,PA_UV vs PA_NoUV,cytosole,7.73E-09,hit
PDCD6,O75340,Programmed cell death protein 6,-1.51929788,22.23130859,PA_UV vs PA_NoUV,cytosole,7.77E-09,hit
TARBP1,Q13395,Probable methyltransferase TARBP1,-1.563919693,19.46263696,PA_UV vs PA_NoUV,cytosole,7.79E-09,hit
PUS7,Q96PZ0,Pseudouridylate synthase 7 homolog,-1.418744945,20.73661499,PA_UV vs PA_NoUV,cytosole,7.81E-09,hit
PDXDC1,Q6P996,Pyridoxal-dependent decarboxylase domain-containing protein 1,-1.37177157,21.12271733,PA_UV vs PA_NoUV,cytosole,7.83E-09,hit
TRMT6,Q9UJA5,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,-0.91288687,21.29406013,PA_UV vs PA_NoUV,cytosole,7.83E-09,hit
SRSF6,Q13247,Serine/arginine-rich splicing factor 6,-0.909144144,20.11897591,PA_UV vs PA_NoUV,cytosole,7.85E-09,hit
PSMB3,P49720,Proteasome subunit beta type-3,-1.426169329,21.99214843,PA_UV vs PA_NoUV,cytosole,7.89E-09,hit
MCM3,P25205,DNA replication licensing factor MCM3,-1.243525652,24.13729781,PA_UV vs PA_NoUV,cytosole,8.31E-09,hit
TSN,Q15631,Translin,-1.207554229,22.85940143,PA_UV vs PA_NoUV,cytosole,8.38E-09,hit
AKR1A1,P14550,Aldo-keto reductase family 1 member A1,-1.354957405,22.51054662,PA_UV vs PA_NoUV,cytosole,8.39E-09,hit
YBX1,P67809,Y-box-binding protein 1,-1.98998722,21.79907849,PA_UV vs PA_NoUV,cytosole,8.41E-09,hit
MOV10,Q9HCE1,Helicase MOV-10,-1.139592859,19.68043649,PA_UV vs PA_NoUV,cytosole,8.72E-09,hit
RPS28,P62857,40S ribosomal protein S28,-1.429239549,22.02398219,PA_UV vs PA_NoUV,cytosole,8.74E-09,hit
PSME2,Q9UL46,Proteasome activator complex subunit 2,-1.565386562,22.75844309,PA_UV vs PA_NoUV,cytosole,8.74E-09,hit
G3BP1,Q13283,Ras GTPase-activating protein-binding protein 1,-1.855375845,22.3280374,PA_UV vs PA_NoUV,cytosole,8.80E-09,hit
FDPS,P14324,Farnesyl pyrophosphate synthase,-1.825808353,23.5132014,PA_UV vs PA_NoUV,cytosole,8.86E-09,hit
HNRNPA0,Q13151,Heterogeneous nuclear ribonucleoprotein A0,-1.546478248,19.82568762,PA_UV vs PA_NoUV,cytosole,9.28E-09,hit
MTAP,Q13126,S-methyl-5'-thioadenosine phosphorylase,-1.59027527,21.79388428,PA_UV vs PA_NoUV,cytosole,9.41E-09,hit
ESD,P10768,S-formylglutathione hydrolase,-1.608641586,21.02491593,PA_UV vs PA_NoUV,cytosole,9.73E-09,hit
SEC23A,Q15436,Protein transport protein Sec23A,-1.244404658,20.86722785,PA_UV vs PA_NoUV,cytosole,9.86E-09,hit
GTPBP1,O00178,GTP-binding protein 1,-1.59887866,17.92004641,PA_UV vs PA_NoUV,cytosole,1.01E-08,hit
SEC16A,O15027,Protein transport protein Sec16A,-1.155982891,20.05487818,PA_UV vs PA_NoUV,cytosole,1.02E-08,hit
ILF2,Q12905,Interleukin enhancer-binding factor 2,-1.040557954,21.57350852,PA_UV vs PA_NoUV,cytosole,1.04E-08,hit
HNRNPD,Q14103,Heterogeneous nuclear ribonucleoprotein D0,-1.05352688,23.02876301,PA_UV vs PA_NoUV,cytosole,1.05E-08,hit
MMS19,Q96T76,MMS19 nucleotide excision repair protein homolog,-1.240317708,19.64633651,PA_UV vs PA_NoUV,cytosole,1.05E-08,hit
EIF2B2,P49770,Translation initiation factor eIF-2B subunit beta,-1.402407161,18.62024646,PA_UV vs PA_NoUV,cytosole,1.05E-08,hit
EIF3H,O15372,Eukaryotic translation initiation factor 3 subunit H,-1.477591143,21.97633908,PA_UV vs PA_NoUV,cytosole,1.06E-08,hit
MAD2L1,Q13257,Mitotic spindle assembly checkpoint protein MAD2A,-1.276488671,18.4696288,PA_UV vs PA_NoUV,cytosole,1.06E-08,hit
MTPN,P58546,Myotrophin,-1.539470179,21.09918212,PA_UV vs PA_NoUV,cytosole,1.06E-08,hit
RPS25,P62851,40S ribosomal protein S25,-1.74070472,23.98601135,PA_UV vs PA_NoUV,cytosole,1.06E-08,hit
KIF2C,Q99661,Kinesin-like protein KIF2C,-1.043031011,19.74374682,PA_UV vs PA_NoUV,cytosole,1.07E-08,hit
MSN,P26038,Moesin,-1.276814547,25.2559503,PA_UV vs PA_NoUV,cytosole,1.08E-08,hit
DDX1,Q92499,ATP-dependent RNA helicase DDX1,-1.277017869,23.03220582,PA_UV vs PA_NoUV,cytosole,1.08E-08,hit
HNRNPUL1,Q9BUJ2,Heterogeneous nuclear ribonucleoprotein U-like protein 1,-0.928778056,21.09566488,PA_UV vs PA_NoUV,cytosole,1.09E-08,hit
COASY,Q13057,Bifunctional coenzyme A synthase,-1.661416302,20.16704358,PA_UV vs PA_NoUV,cytosole,1.10E-08,hit
YWHAE,P62258,14-3-3 protein epsilon,-1.625026659,25.39589301,PA_UV vs PA_NoUV,cytosole,1.14E-08,hit
TXLNA,P40222,Alpha-taxilin,-1.669208305,20.17713006,PA_UV vs PA_NoUV,cytosole,1.16E-08,hit
BAG6,P46379,Large proline-rich protein BAG6,-1.355590582,23.09764946,PA_UV vs PA_NoUV,cytosole,1.16E-08,hit
PSMD3,O43242,26S proteasome non-ATPase regulatory subunit 3,-1.387758602,22.75671891,PA_UV vs PA_NoUV,cytosole,1.19E-08,hit
UPF1,Q92900,Regulator of nonsense transcripts 1,-1.139497944,23.07479809,PA_UV vs PA_NoUV,cytosole,1.19E-08,hit
CLNS1A,P54105,Methylosome subunit pICln,-1.598833679,20.65727816,PA_UV vs PA_NoUV,cytosole,1.21E-08,hit
DNAAF5,Q86Y56,Dynein axonemal assembly factor 5,-0.947004151,21.32705994,PA_UV vs PA_NoUV,cytosole,1.22E-08,hit
RPS5,P46782,40S ribosomal protein S5,-1.537272735,23.03457482,PA_UV vs PA_NoUV,cytosole,1.24E-08,hit
MIF,P14174,Macrophage migration inhibitory factor,-1.898664571,23.7263143,PA_UV vs PA_NoUV,cytosole,1.26E-08,hit
DUS3L,Q96G46,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like,-1.110465969,19.59225224,PA_UV vs PA_NoUV,cytosole,1.34E-08,hit
RAB1A,P62820,Ras-related protein Rab-1A,-1.344776701,22.19375561,PA_UV vs PA_NoUV,cytosole,1.34E-08,hit
YWHAZ,P63104,14-3-3 protein zeta/delta,-1.583010462,24.54746526,PA_UV vs PA_NoUV,cytosole,1.38E-08,hit
MCMBP,Q9BTE3,Mini-chromosome maintenance complex-binding protein,-1.148021684,23.10450665,PA_UV vs PA_NoUV,cytosole,1.40E-08,hit
RPL6,Q02878,60S ribosomal protein L6,-1.716591272,24.36563993,PA_UV vs PA_NoUV,cytosole,1.42E-08,hit
