"","LipidProbe","gene_name","hit_annotation","logFC","pvalue","fdr"
"5664","1-10 FA","MRPL38","no hit",0.471498521,0.025566263,"0.081307917"
"5665","1-10 FA","MAGOH|MAGOHB","no hit",0.348706934,0.02579518,"0.0818055"
"5666","1-10 FA","GLB1","no hit",0.263625023,0.025994589,"0.082206979"
"5667","1-10 FA","CSTF3","no hit",0.323936675,0.026307119,"0.082962952"
"5668","1-10 FA","RNH1","no hit",-0.757129228,0.026445526,"0.083167129"
"5669","1-10 FA","ANXA1","no hit",-0.574019212,0.026595421,"0.083229354"
"5670","1-10 FA","MTHFD1L","no hit",0.425002942,0.026612752,"0.083229354"
"5671","1-10 FA","PMPCB","no hit",0.260150694,0.026898093,"0.08364647"
"5672","1-10 FA","RBM39","no hit",0.354358537,0.027126303,"0.08364647"
"5673","1-10 FA","GUSB","no hit",0.333293775,0.027143554,"0.08364647"
"5674","1-10 FA","GOLGA2","no hit",0.407082933,0.027243636,"0.08364647"
"5675","1-10 FA","TAGLN2","no hit",-0.635546384,0.027317182,"0.08364647"
"5676","1-10 FA","PCBP1","no hit",-0.309381093,0.027318753,"0.08364647"
"5677","1-10 FA","PPP1R9A","no hit",0.381644752,0.027327404,"0.08364647"
"5678","1-10 FA","MRPL19","no hit",0.396723423,0.027338837,"0.08364647"
"5679","1-10 FA","GLUD1","no hit",0.37918808,0.027449227,"0.083757237"
"5680","1-10 FA","PSMC1","no hit",-0.300271462,0.027560766,"0.083831682"
"5681","1-10 FA","LARS2","no hit",0.257351195,0.027638049,"0.083831682"
"5682","1-10 FA","TKT","no hit",-0.856227705,0.027696384,"0.083831682"
"5683","1-10 FA","COQ9","no hit",0.288383524,0.027871933,"0.084137467"
"5684","1-10 FA","WDR75","no hit",0.563814347,0.0279915,"0.084207678"
"5685","1-10 FA","ADH5","no hit",-0.61384802,0.028044364,"0.084207678"
"5686","1-10 FA","QARS","no hit",-0.350683769,0.028423214,"0.085118856"
"5687","1-10 FA","MRPS23","no hit",0.232302809,0.028774449,"0.085942734"
"5688","1-10 FA","TROVE2","no hit",-0.452564001,0.029291084,"0.087254971"
"5689","1-10 FA","HIST1H1E|HIST1H1D|HIST1H1C","no hit",0.467914988,0.029375147,"0.087275109"
"5690","1-10 FA","AKR1A1","no hit",-0.66286024,0.029468976,"0.087316952"
"5691","1-10 FA","OPA1","no hit",0.39239512,0.029601068,"0.087316952"
"5692","1-10 FA","LMNA","no hit",0.391309466,0.029621251,"0.087316952"
"5693","1-10 FA","PSMB5","no hit",-0.299181007,0.029874704,"0.08783474"
"5694","1-10 FA","DDX56","no hit",0.280060996,0.030058427,"0.088145362"
"5695","1-10 FA","PSMB2","no hit",-0.311601528,0.030245632,"0.088464557"
"5696","1-10 FA","MSH2","no hit",-0.282695875,0.03034053,"0.088512813"
"5697","1-10 FA","RPS9","no hit",-0.369266835,0.030524845,"0.088821005"
"5698","1-10 FA","YWHAE","no hit",-0.686679365,0.030657512,"0.088845648"
"5699","1-10 FA","PPP2CB","no hit",-0.250127292,0.030690702,"0.088845648"
"5700","1-10 FA","IDH2","no hit",0.358123275,0.031086035,"0.089634514"
"5701","1-10 FA","CRNKL1","no hit",0.308562713,0.031121993,"0.089634514"
"5702","1-10 FA","PSPC1","no hit",0.238126033,0.031243986,"0.089716187"
"5703","1-10 FA","RAD23B","no hit",-0.630582123,0.03130928,"0.089716187"
"5704","1-10 FA","CPSF2","no hit",0.364839421,0.031393848,"0.08973077"
"5705","1-10 FA","EEF2","no hit",-0.720920941,0.031733131,"0.090471476"
"5706","1-10 FA","HSDL2","no hit",0.374691464,0.031869,"0.090573032"
"5707","1-10 FA","ACADSB","no hit",0.335460703,0.0319292,"0.090573032"
"5708","1-10 FA","ASNS","no hit",-0.637522657,0.032052237,"0.090694175"
"5709","1-10 FA","MTPN","no hit",-0.63980234,0.032146962,"0.090734799"
"5710","1-10 FA","CFL1","no hit",-0.402857613,0.032589912,"0.091755639"
"5711","1-10 FA","ADSS","no hit",-0.587452575,0.032813796,"0.092080681"
"5712","1-10 FA","CENPV","enriched candidate",0.586465068,0.032882857,"0.092080681"
"5713","1-10 FA","SRSF1","no hit",0.353331505,0.033004368,"0.092080681"
"5714","1-10 FA","PLS1","no hit",-0.400022597,0.0330316,"0.092080681"
"5715","1-10 FA","MAP2K2","no hit",-0.611950839,0.033184342,"0.092278626"
"5716","1-10 FA","GFM1","no hit",0.354500171,0.033391413,"0.092626302"
"5717","1-10 FA","DRG1","no hit",-0.300800454,0.033565185,"0.092689627"
"5718","1-10 FA","MCM5","no hit",-0.489710504,0.033659288,"0.092689627"
"5719","1-10 FA","CUL3","no hit",-0.288669712,0.033660538,"0.092689627"
"5720","1-10 FA","POR","no hit",0.302725395,0.033819474,"0.092900696"
"5721","1-10 FA","PSMA6","no hit",-0.499891561,0.034246743,"0.093846051"
"5722","1-10 FA","MUT","no hit",0.351887602,0.034388364,"0.094005965"
"5723","1-10 FA","WAPL|WAPAL","no hit",0.419234457,0.034522785,"0.094145469"
"5724","1-10 FA","RPA1","no hit",-0.366053099,0.03484104,"0.094698659"
"5725","1-10 FA","ANXA2","no hit",0.411774489,0.034893394,"0.094698659"
"5726","1-10 FA","WDR43","no hit",0.462933817,0.035090473,"0.095005142"
"5727","1-10 FA","PPM1G","no hit",-0.656970084,0.035213282,"0.095109558"
"5728","1-10 FA","CKB","no hit",-0.746564471,0.035681408,"0.095655995"
"5729","1-10 FA","TTLL12","no hit",-0.426733834,0.035760616,"0.095655995"
"5730","1-10 FA","TTC38","no hit",-0.55133879,0.035793111,"0.095655995"
"5731","1-10 FA","CUL5","no hit",-0.376204079,0.035802568,"0.095655995"
"5732","1-10 FA","COPB1","no hit",-0.327947253,0.035839226,"0.095655995"
"5733","1-10 FA","FH","no hit",0.360136389,0.036101128,"0.096127768"
"5734","1-10 FA","TPR","no hit",0.259836293,0.036896458,"0.098014355"
"5735","1-10 FA","CS","no hit",0.308091468,0.036992717,"0.098039385"
"5736","1-10 FA","TJP1","no hit",0.343418362,0.037275725,"0.098558066"
"5737","1-10 FA","PRDX3","no hit",0.453089119,0.0376226,"0.099242792"
"5738","1-10 FA","PRKAR1A","no hit",-0.247190813,0.037832791,"0.099564619"
"5739","1-10 FA","BUB3","no hit",-0.443927888,0.038335093,"0.100651908"
"5740","1-10 FA","RPL23","no hit",-0.273754656,0.038439605,"0.100669218"
"5741","1-10 FA","DNAJA2","no hit",-0.333914637,0.03852002,"0.100669218"
"5742","1-10 FA","HNRNPA1","no hit",0.385820692,0.03871704,"0.100950434"
"5743","1-10 FA","GPI","no hit",-0.637747088,0.039044907,"0.101536309"
"5744","1-10 FA","DBN1","no hit",0.342504042,0.039121607,"0.101536309"
"5745","1-10 FA","NAXE","no hit",-0.436552219,0.039339724,"0.101862828"
"5746","1-10 FA","TCEB2","no hit",-0.409729793,0.039427862,"0.101862828"
"5747","1-10 FA","DAP3","no hit",0.548739753,0.039968125,"0.10302286"
"5748","1-10 FA","PRPF40A","no hit",0.29539252,0.040218231,"0.10320102"
"5749","1-10 FA","H1F0","no hit",0.467223843,0.040220061,"0.10320102"
"5750","1-10 FA","OGDH","no hit",0.270553764,0.040599722,"0.103831009"
"5751","1-10 FA","RMDN3","no hit",0.389769454,0.040649518,"0.103831009"
"5752","1-10 FA","SRGAP2","no hit",-0.285775079,0.040822718,"0.104038034"
"5753","1-10 FA","DDX39A","no hit",0.391978425,0.040957708,"0.104146965"
"5754","1-10 FA","PYGB","no hit",-0.34533638,0.041693158,"0.105778821"
"5755","1-10 FA","ADSL","no hit",-0.504212332,0.041930088,"0.106079419"
"5756","1-10 FA","ATP1A1","enriched candidate",0.605336718,0.041999557,"0.106079419"
"5757","1-10 FA","PMM2","no hit",-0.468477887,0.042220576,"0.106399622"
"5758","1-10 FA","CARM1","no hit",-0.34726179,0.042528516,"0.106936959"
"5759","1-10 FA","CLP1","no hit",0.28079513,0.042869361,"0.107554464"
"5760","1-10 FA","BAZ1B","no hit",0.443313758,0.043118689,"0.107940133"
"5761","1-10 FA","HIP1","no hit",0.268779529,0.043733785,"0.109174113"
"5762","1-10 FA","LGMN","no hit",0.308040556,0.043805025,"0.109174113"
"5763","1-10 FA","PPP1R9B","no hit",0.297962201,0.044171692,"0.109728323"
"5764","1-10 FA","UQCRC2","no hit",0.34905634,0.044290371,"0.109728323"
"5765","1-10 FA","CNBP","no hit",-0.357912589,0.044386843,"0.109728323"
"5766","1-10 FA","USP9X","no hit",-0.219492648,0.044416159,"0.109728323"
"5767","1-10 FA","SYNE1","no hit",0.251591723,0.044578678,"0.10988936"
"5768","1-10 FA","KDELC2","no hit",0.372424764,0.045178958,"0.110786178"
"5769","1-10 FA","EFL1","no hit",-0.452368992,0.045293574,"0.110786178"
"5770","1-10 FA","DYNC1H1","no hit",-0.262589852,0.045324969,"0.110786178"
"5771","1-10 FA","GALE","no hit",-0.506607164,0.045393163,"0.110786178"
"5772","1-10 FA","GNL2","no hit",0.386766529,0.045433127,"0.110786178"
"5773","1-10 FA","PSMD1","no hit",-0.254288129,0.046172308,"0.112345983"
"5774","1-10 FA","LRP1","no hit",0.369221248,0.046413916,"0.112477462"
"5775","1-10 FA","EIF4G1","no hit",-0.366871498,0.046425596,"0.112477462"
"5776","1-10 FA","BCCIP","no hit",-0.33493453,0.046774088,"0.113079113"
"5777","1-10 FA","YWHAZ","no hit",-0.665312944,0.04706518,"0.113361668"
"5778","1-10 FA","SCFD1","no hit",0.277815628,0.047091782,"0.113361668"
"5779","1-10 FA","FAT1","no hit",0.22080868,0.047992672,"0.115284525"
"5780","1-10 FA","CENPF","no hit",0.344862217,0.049023509,"0.117331215"
"5781","1-10 FA","GNAS","enriched candidate",0.823593221,0.049052554,"0.117331215"
"5782","1-10 FA","RPS8","no hit",-0.307208861,0.049174437,"0.117374078"
"5783","1-10 FA","NAT10","no hit",0.347842291,0.049287801,"0.117396472"
"5784","1-10 FA","SDAD1","no hit",0.338595431,0.049450395,"0.117535781"
"5785","1-10 FA","EIF5","no hit",-0.429736716,0.049704749,"0.117688333"
"5786","1-10 FA","SQSTM1","no hit",0.241405794,0.04972306,"0.117688333"
"5787","1-10 FA","AKR1B1","no hit",-0.862684962,0.050317443,"0.118846012"
"5788","1-10 FA","CAP1","no hit",-0.366618942,0.050641788,"0.119362377"
"5789","1-10 FA","PPP3CA","no hit",-0.366509137,0.050835631,"0.119412386"
"5790","1-10 FA","PPL","no hit",0.33664615,0.050874542,"0.119412386"
"5791","1-10 FA","GNS","no hit",0.256847776,0.051146008,"0.119800503"
"5792","1-10 FA","PPP1CC","no hit",0.26731452,0.051777114,"0.121027664"
"5793","1-10 FA","HECTD1","no hit",-0.261317332,0.051927952,"0.121129459"
"5794","1-10 FA","GRB2","no hit",-0.442859286,0.052935739,"0.122765134"
"5795","1-10 FA","YWHAB","no hit",-0.558711411,0.052985098,"0.122765134"
"5796","1-10 FA","UBE2N","no hit",-0.382114247,0.053111726,"0.122765134"
"5797","1-10 FA","ETFB","no hit",0.205251589,0.053236046,"0.122765134"
"5798","1-10 FA","PHLDB2","no hit",0.381412298,0.053263383,"0.122765134"
"5799","1-10 FA","NT5C2","no hit",-0.56339482,0.05328159,"0.122765134"
"5800","1-10 FA","CLYBL","no hit",0.316776645,0.053772765,"0.123478409"
"5801","1-10 FA","ECH1","no hit",0.413927504,0.0538099,"0.123478409"
"5802","1-10 FA","POLR2H","no hit",0.267828625,0.054026313,"0.123723543"
"5803","1-10 FA","OSBPL1A","no hit",-0.452433768,0.054364001,"0.124244852"
"5804","1-10 FA","TLN2","no hit",-0.246124876,0.055093534,"0.125657776"
"5805","1-10 FA","PDIA4","no hit",0.506301889,0.055434282,"0.12618005"
"5806","1-10 FA","ACAT1","no hit",0.265533389,0.056059811,"0.126898734"
"5807","1-10 FA","NDUFV1","no hit",0.272579332,0.056139631,"0.126898734"
"5808","1-10 FA","ACO2","no hit",0.312915391,0.056187522,"0.126898734"
"5809","1-10 FA","DDX23","no hit",0.309445947,0.056240303,"0.126898734"
"5810","1-10 FA","NOL11","no hit",0.266556338,0.056312016,"0.126898734"
"5811","1-10 FA","ATP6V1A","no hit",0.235742559,0.056470173,"0.127001645"
"5812","1-10 FA","HNRNPA0","no hit",0.439247248,0.056659469,"0.127174037"
"5813","1-10 FA","CBX3","enriched candidate",0.685795893,0.05720862,"0.12815185"
"5814","1-10 FA","RAP1GDS1","no hit",-0.453726307,0.057483736,"0.128269367"
"5815","1-10 FA","TBC1D15","no hit",-0.259923057,0.057506457,"0.128269367"
"5816","1-10 FA","UHRF1","no hit",0.412136902,0.057601921,"0.128269367"
"5817","1-10 FA","PSME1","no hit",-0.315032274,0.057911992,"0.128500362"
"5818","1-10 FA","HNRNPM","no hit",0.301595157,0.058017445,"0.128500362"
"5819","1-10 FA","CUL4A","no hit",-0.267457941,0.058138666,"0.128500362"
"5820","1-10 FA","THOC1","no hit",0.393581246,0.058160926,"0.128500362"
"5821","1-10 FA","VIM","no hit",0.362088475,0.058282936,"0.128518428"
"5822","1-10 FA","WDR61","no hit",-0.301742143,0.058471558,"0.128683018"
"5823","1-10 FA","RAB2A|DKFZp313C1541|RAB2B","no hit",0.289655058,0.058631425,"0.12878381"
"5824","1-10 FA","PRMT1","no hit",-0.205718639,0.059082161,"0.129466185"
"5825","1-10 FA","DST","no hit",0.346308277,0.059171436,"0.129466185"
"5826","1-10 FA","PYCR1","no hit",0.288838891,0.060370535,"0.131834302"
"5827","1-10 FA","SAE1","no hit",-0.482430994,0.060601036,"0.132082181"
"5828","1-10 FA","PGM2","no hit",-0.470697555,0.060857404,"0.132385375"
"5829","1-10 FA","ETFA","no hit",-0.269624684,0.061429751,"0.133373439"
"5830","1-10 FA","EIF4A2","no hit",-0.429357829,0.062151625,"0.134681737"
"5831","1-10 FA","IDH1","no hit",-0.576388796,0.06278058,"0.135784051"
"5832","1-10 FA","BASP1","no hit",0.376160822,0.06314609,"0.136313452"
"5833","1-10 FA","PTMA","no hit",-0.741537137,0.063675457,"0.137193876"
"5834","1-10 FA","FARSB","no hit",-0.436642095,0.063830983,"0.137267009"
"5835","1-10 FA","HSPB1","no hit",-0.599708658,0.064176895,"0.137547269"
"5836","1-10 FA","EIF6","no hit",-0.312087859,0.064204969,"0.137547269"
"5837","1-10 FA","DDX27","no hit",0.272962336,0.064638511,"0.138213786"
"5838","1-10 FA","PFN2","no hit",-0.406076969,0.065407412,"0.139593513"
"5839","1-10 FA","S100A10","no hit",0.303212443,0.066068398,"0.140738153"
"5840","1-10 FA","F8W031","no hit",0.409399032,0.067689346,"0.143919532"
"5841","1-10 FA","ANXA5","no hit",-1.269327347,0.067856589,"0.144003928"
"5842","1-10 FA","ERP44","no hit",0.43016686,0.06842589,"0.144789712"
"5843","1-10 FA","SEC24C","no hit",-0.222998937,0.068483354,"0.144789712"
"5844","1-10 FA","RPL5","no hit",-0.352067073,0.068621836,"0.144811314"
"5845","1-10 FA","TALDO1","no hit",-0.679940184,0.069059694,"0.145463423"
"5846","1-10 FA","EIF5B","no hit",-0.261426428,0.069851684,"0.146841838"
"5847","1-10 FA","THOP1","no hit",-0.498367021,0.069974233,"0.146841838"
"5848","1-10 FA","PSMB7","no hit",-0.416056146,0.070825936,"0.148344598"
"5849","1-10 FA","PPP2R1A","no hit",-0.233526722,0.070953129,"0.148344598"
"5850","1-10 FA","DIEXF","no hit",0.251280772,0.071232759,"0.148653946"
"5851","1-10 FA","MRPL20","no hit",0.272230346,0.071452753,"0.148821312"
"5852","1-10 FA","CTPS1","no hit",-0.444117607,0.071576592,"0.148821312"
"5853","1-10 FA","IMPDH2","no hit",-0.437487955,0.072242503,"0.149929754"
"5854","1-10 FA","CANX","no hit",0.342902134,0.072467767,"0.150121301"
"5855","1-10 FA","THOC2","no hit",0.344169865,0.072813285,"0.150560803"
"5856","1-10 FA","EIF3B","no hit",-0.25075037,0.073344706,"0.15133803"
"5857","1-10 FA","ACTR1A","no hit",-0.292681777,0.073457255,"0.15133803"
"5858","1-10 FA","GOT2","no hit",0.218713032,0.073681357,"0.151523227"
"5859","1-10 FA","AK2","no hit",0.270823784,0.073929108,"0.151756297"
"5860","1-10 FA","RMDN1","no hit",0.201035268,0.074511914,"0.152432765"
"5861","1-10 FA","NAGLU","no hit",0.285299022,0.074528686,"0.152432765"
"5862","1-10 FA","WDR3","no hit",0.314801522,0.075050991,"0.153223452"
"5863","1-10 FA","RPLP2","no hit",-0.695762445,0.075823513,"0.154521203"
"5864","1-10 FA","A2M","enriched candidate",0.675634117,0.076456235,"0.155529891"
"5865","1-10 FA","DHX9","no hit",0.390776828,0.076728104,"0.155802211"
"5866","1-10 FA","SPTBN1","no hit",0.214962505,0.077465194,"0.156902971"
"5867","1-10 FA","TFRC","no hit",0.306709333,0.077562029,"0.156902971"
"5868","1-10 FA","ENO3","no hit",-0.470702054,0.077687122,"0.156902971"
"5869","1-10 FA","GFAP","no hit",0.287615388,0.078884536,"0.159036859"
"5870","1-10 FA","SNRNP200","no hit",0.243353246,0.079311109,"0.159611839"
"5871","1-10 FA","FDPS","no hit",-0.285676563,0.079513155,"0.159733722"
"5872","1-10 FA","GLOD4","no hit",-0.526260764,0.080200345,"0.160828044"
"5873","1-10 FA","CSE1L","no hit",-0.536492303,0.080845694,"0.161704185"
"5874","1-10 FA","TGM3","enriched candidate",0.659608275,0.080923706,"0.161704185"
"5875","1-10 FA","PRMT5","no hit",-0.26333273,0.081185648,"0.161815454"
"5876","1-10 FA","EPRS","no hit",-0.319509501,0.081266043,"0.161815454"
"5877","1-10 FA","GOLIM4","no hit",0.363196104,0.081597597,"0.16218959"
"5878","1-10 FA","WDR77","no hit",-0.292617624,0.082290892,"0.16328017"
"5879","1-10 FA","VDAC1","no hit",0.463969909,0.08260764,"0.163621098"
"5880","1-10 FA","EIF4G2","no hit",-0.243421417,0.083312032,"0.164727293"
"5881","1-10 FA","CORO1C","no hit",0.223161784,0.083815158,"0.165432367"
"5882","1-10 FA","ITGB1","no hit",0.344520507,0.084273616,"0.165839493"
"5883","1-10 FA","CBR1","no hit",-0.55241564,0.084315207,"0.165839493"
"5884","1-10 FA","STIP1","no hit",-0.316943652,0.084495541,"0.165905159"
"5885","1-10 FA","DDX5","no hit",0.389032617,0.084653055,"0.165925867"
"5886","1-10 FA","PML","no hit",0.233082364,0.084992637,"0.166302752"
"5887","1-10 FA","TLN1","no hit",-0.24977225,0.085891482,"0.167770732"
"5888","1-10 FA","TXN","no hit",-0.439382415,0.086296165,"0.168270069"
"5889","1-10 FA","GLRX3","no hit",-0.36123887,0.08672158,"0.168808042"
"5890","1-10 FA","HSPE1","no hit",0.326898675,0.086944875,"0.168951401"
"5891","1-10 FA","WDR1","no hit",-0.294261277,0.087997941,"0.17070391"
"5892","1-10 FA","ITGB3","no hit",0.425216379,0.088224782,"0.170850393"
"5893","1-10 FA","SMU1","no hit",0.279822611,0.088413701,"0.170923063"
"5894","1-10 FA","NUP214","no hit",0.23393802,0.089420093,"0.172229902"
"5895","1-10 FA","GRSF1","no hit",0.296058461,0.089422322,"0.172229902"
"5896","1-10 FA","ECHS1","no hit",0.293663587,0.089547345,"0.172229902"
"5897","1-10 FA","HNRNPH1","no hit",0.252809201,0.090367695,"0.17345932"
"5898","1-10 FA","APEH","no hit",-0.594651552,0.090493835,"0.17345932"
"5899","1-10 FA","MYLK","no hit",0.225799516,0.091301962,"0.174711721"
"5900","1-10 FA","GBE1","no hit",-0.295432549,0.091871428,"0.175503963"
"5901","1-10 FA","PDCD11","no hit",0.299395072,0.092410154,"0.176234905"
"5902","1-10 FA","GLS","no hit",0.472320768,0.09259061,"0.176281279"
"5903","1-10 FA","HNRNPU","no hit",0.367701178,0.093164938,"0.176527759"
"5904","1-10 FA","SDHB","no hit",0.469711951,0.093182672,"0.176527759"
"5905","1-10 FA","E7EVH7|KLC1","no hit",-0.252527608,0.093311671,"0.176527759"
"5906","1-10 FA","GTPBP4","no hit",0.279951131,0.093345502,"0.176527759"
"5907","1-10 FA","DNAJC7","no hit",-0.253985389,0.0939999,"0.17746804"
"5908","1-10 FA","ERP29","enriched candidate",0.59592813,0.094595957,"0.178051562"
"5909","1-10 FA","NPM1","no hit",0.330176431,0.094726606,"0.178051562"
"5910","1-10 FA","TOP1","no hit",0.303622097,0.094782098,"0.178051562"
"5911","1-10 FA","UTP4","no hit",0.37959825,0.095131302,"0.178410698"
"5912","1-10 FA","MDH1","no hit",-0.40243982,0.095796899,"0.179361026"
"5913","1-10 FA","PAOX","no hit",0.2572346,0.096384263,"0.179941418"
"5914","1-10 FA","PCYT2","no hit",-0.383318389,0.096425649,"0.179941418"
"5915","1-10 FA","CALR","no hit",0.516900813,0.097997823,"0.182573502"
"5916","1-10 FA","HDGF","no hit",-0.383633335,0.098307955,"0.182849557"
"5917","1-10 FA","TOP2B","no hit",0.258010829,0.098521668,"0.182945662"
"5918","1-10 FA","2-Sep","no hit",-0.185344417,0.099830979,"0.185072537"
"5919","1-10 FA","ALDH7A1","no hit",0.186887944,0.100604751,"0.186201252"
"5920","1-10 FA","SKIV2L2","no hit",0.263613766,0.101225789,"0.187044051"
"5921","1-10 FA","NAA16","no hit",0.191095707,0.102197973,"0.188531882"
"5922","1-10 FA","RBM14","no hit",0.24801416,0.102515325,"0.188808812"
"5923","1-10 FA","ILF3","no hit",0.273160024,0.10333709,"0.190012336"
"5924","1-10 FA","DCTN1","no hit",-0.206331425,0.103708129,"0.190384517"
"5925","1-10 FA","ATP5B","no hit",0.247577945,0.104045145,"0.19060652"
"5926","1-10 FA","EIF3M","no hit",-0.265194424,0.104166717,"0.19060652"
"5927","1-10 FA","MARS2","no hit",0.228524907,0.104400078,"0.190712654"
"5928","1-10 FA","SPAG9","no hit",-0.314402527,0.104647735,"0.190712654"
"5929","1-10 FA","CTSB","no hit",0.297003431,0.104731484,"0.190712654"
"5930","1-10 FA","PSMA4","no hit",-0.264692145,0.105617959,"0.192017191"
"5931","1-10 FA","POFUT2","no hit",0.356282547,0.10590211,"0.192224248"
"5932","1-10 FA","ACTR3","no hit",-0.178765451,0.108018781,"0.195751531"
"5933","1-10 FA","CPSF3","no hit",0.356297546,0.108469715,"0.196253699"
"5934","1-10 FA","HARS","no hit",-0.383017441,0.109929109,"0.198435381"
"5935","1-10 FA","EPN1","no hit",0.325261393,0.110110713,"0.198435381"
"5936","1-10 FA","COPS6","no hit",-0.235359881,0.11020282,"0.198435381"
"5937","1-10 FA","DPYSL2","no hit",-0.351815073,0.110585915,"0.198659711"
"5938","1-10 FA","UPF1","no hit",-0.1648187,0.110679325,"0.198659711"
"5939","1-10 FA","AAMP","no hit",-0.536155,0.110927614,"0.198789327"
"5940","1-10 FA","U2AF1L5|U2AF1","no hit",0.480219029,0.113143091,"0.202436066"
"5941","1-10 FA","SPATA20","no hit",0.231696886,0.113321164,"0.202436066"
"5942","1-10 FA","XPO4","no hit",-0.178085342,0.113925043,"0.203193323"
"5943","1-10 FA","CKAP4","no hit",0.244330288,0.11462221,"0.204114313"
"5944","1-10 FA","NUP85","no hit",0.292198533,0.11487593,"0.204243976"
"5945","1-10 FA","IQGAP1","no hit",-0.236486615,0.115261509,"0.204607302"
"5946","1-10 FA","AARS2","no hit",0.262463844,0.116493924,"0.206449896"
"5947","1-10 FA","SSBP1","no hit",0.336039668,0.11666522,"0.206449896"
