gene_name,protein_id,Protein.Description,LipidProbe,sample,logFC,AveExpr,pvalue,hit_annotation
POLR2A,P24928,DNA-directed RNA polymerase II subunit RPB1,PA,cytosol,-0.911268892,20.53026942,5.38e-7,no hit
GABPA,Q06546,GA-binding protein alpha chain,PA,cytosol,-1.430157034,18.81488538,5.48e-7,no hit
SPAG9,O60271,C-Jun-amino-terminal kinase-interacting protein 4,PA,cytosol,-1.025079154,20.63267746,5.51e-7,no hit
RPL14,P50914,60S ribosomal protein L14,PA,cytosol,-1.953905996,24.06679308,5.71e-7,no hit
DDX5,P17844,Probable ATP-dependent RNA helicase DDX5,PA,cytosol,-1.07328951,23.74597426,5.85e-7,no hit
CUTA,O60888,Protein CutA,PA,cytosol,-1.530765525,21.35301459,5.87e-7,no hit
PGGT1B,P53609,Geranylgeranyl transferase type-1 subunit beta,PA,cytosol,-1.520241936,18.52485506,5.93e-7,no hit
ERP44,Q9BS26,Endoplasmic reticulum resident protein 44,PA,cytosol,-1.14056192,21.07088836,6e-7,no hit
REXO2,Q9Y3B8,"Oligoribonuclease, mitochondrial",PA,cytosol,-1.654614533,20.07557014,6.29e-7,no hit
CLTA,P09496,Clathrin light chain A,PA,cytosol,-1.000727084,21.8463311,6.31e-7,no hit
POLR2B,P30876,DNA-directed RNA polymerase II subunit RPB2,PA,cytosol,-1.012962771,20.33015744,6.32e-7,no hit
UFD1,Q92890,Ubiquitin recognition factor in ER-associated degradation protein 1,PA,cytosol,-0.892421575,20.38352026,6.53e-7,no hit
HNRNPC,P07910,Heterogeneous nuclear ribonucleoproteins C1/C2,PA,cytosol,-0.908450329,22.27577987,6.59e-7,no hit
RPL18,Q07020,60S ribosomal protein L18,PA,cytosol,-1.406736835,23.91510441,6.61e-7,no hit
ZFYVE16,Q7Z3T8,Zinc finger FYVE domain-containing protein 16,PA,cytosol,-1.314313439,19.22438359,6.62e-7,no hit
TUBB8,Q3ZCM7,Tubulin beta-8 chain,PA,cytosol,-1.72943627,17.98050895,6.66e-7,no hit
RPS19,P39019,40S ribosomal protein S19,PA,cytosol,-1.793975196,23.81043087,7.17e-7,no hit
RAE1,P78406,mRNA export factor RAE1,PA,cytosol,-0.978012179,19.05647518,7.25e-7,no hit
PTPN12,Q05209,Tyrosine-protein phosphatase non-receptor type 12,PA,cytosol,-1.639775933,18.60030137,7.52e-7,no hit
PPP1CA,P62136,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,PA,cytosol,-0.821555522,22.85638974,7.7300000000000005e-07,no hit
INTS3,Q68E01,Integrator complex subunit 3,PA,cytosol,-0.999159193,18.58168782,7.78e-7,no hit
ZNRD2,O60232,Protein ZNRD2,PA,cytosol,-1.840799854,16.99181114,8.02e-7,no hit
PLEC,Q15149,Plectin,PA,cytosol,-0.904329905,22.4107064,8.54e-7,no hit
CSTF1,Q05048,Cleavage stimulation factor subunit 1,PA,cytosol,-1.032710256,18.55965763,8.73e-7,no hit
HPD,P32754,4-hydroxyphenylpyruvate dioxygenase,PA,cytosol,-1.42705874,23.86705303,8.75e-7,no hit
METTL1,Q9UBP6,tRNA (guanine-N(7)-)-methyltransferase,PA,cytosol,-0.961878915,19.65715366,9.01e-7,no hit
FAU,P62861,FAU ubiquitin-like and ribosomal protein S30,PA,cytosol,-1.669333123,19.46036619,9.02e-7,no hit
PES1,O00541,Pescadillo homolog,PA,cytosol,-1.026588339,20.35294461,9.27e-7,no hit
ACO1,P21399,Cytoplasmic aconitate hydratase,PA,cytosol,-1.361517548,23.51749595,9.45e-7,no hit
USP10,Q14694,Ubiquitin carboxyl-terminal hydrolase 10,PA,cytosol,-1.034465048,21.08870496,9.76e-7,no hit
CARM1,Q86X55,Histone-arginine methyltransferase CARM1,PA,cytosol,-0.993165039,22.23148866,9.99e-7,no hit
VARS1,P26640,Valine--tRNA ligase,PA,cytosol,-0.811092001,24.41506977,1.01e-6,no hit
ATP6V1B2,P21281,"V-type proton ATPase subunit B, brain isoform",PA,cytosol,-1.174792473,17.8349987,1.03e-6,no hit
RAP1GDS1,P52306,Rap1 GTPase-GDP dissociation stimulator 1,PA,cytosol,-1.499564229,20.64870964,1.05e-6,no hit
CAPRIN1,Q14444,Caprin-1,PA,cytosol,-1.62031578,21.59086787,1.06e-6,no hit
PAPOLA,P51003,Poly(A) polymerase alpha,PA,cytosol,-0.825642385,19.86480576,1.09e-6,no hit
SHCBP1,Q8NEM2,SHC SH2 domain-binding protein 1,PA,cytosol,-1.049261416,18.66648706,1.1e-6,no hit
FAF1,Q9UNN5,FAS-associated factor 1,PA,cytosol,-1.042247582,22.06313446,1.12e-6,no hit
IGBP1,P78318,Immunoglobulin-binding protein 1,PA,cytosol,-1.601047177,19.63139127,1.13e-6,no hit
AK6,Q9Y3D8,Adenylate kinase isoenzyme 6,PA,cytosol,-1.400209191,20.52667894,1.22e-6,no hit
RNASEH2B,Q5TBB1,Ribonuclease H2 subunit B,PA,cytosol,-1.283034669,19.68253147,1.24e-6,no hit
AGL,P35573,Glycogen debranching enzyme,PA,cytosol,-1.102041667,23.33939652,1.25e-6,no hit
FXR2,P51116,RNA-binding protein FXR2,PA,cytosol,-1.321796783,19.97651322,1.27e-6,no hit
NSF,P46459,Vesicle-fusing ATPase,PA,cytosol,-1.131792546,17.51935171,1.29e-6,no hit
FUBP3,Q96I24,Far upstream element-binding protein 3,PA,cytosol,-0.939750452,19.12599476,1.31e-6,no hit
KPNA4,O00629,Importin subunit alpha-3,PA,cytosol,-0.87296665,21.06038857,1.34e-6,no hit
CDK2,P24941,Cyclin-dependent kinase 2,PA,cytosol,-1.325335789,20.82936053,1.35e-6,no hit
PRRC2A,P48634,Protein PRRC2A,PA,cytosol,-2.017408787,17.95349782,1.38e-6,no hit
G3BP2,Q9UN86,Ras GTPase-activating protein-binding protein 2,PA,cytosol,-1.410765796,20.44845932,1.39e-6,no hit
BLVRB,P30043,Flavin reductase (NADPH),PA,cytosol,-1.509611376,20.39596324,1.44e-6,no hit
CSTB,P04080,Cystatin-B,PA,cytosol,-1.428587177,20.35233603,1.46e-6,no hit
ARL3,P36405,ADP-ribosylation factor-like protein 3,PA,cytosol,-1.740979956,18.58836858,1.49e-6,no hit
BLVRA,P53004,Biliverdin reductase A,PA,cytosol,-1.39645369,21.52889697,1.49e-6,no hit
PUS1,Q9Y606,Pseudouridylate synthase 1 homolog,PA,cytosol,-1.025546429,20.79331617,1.52e-6,no hit
EPS15,P42566,Epidermal growth factor receptor substrate 15,PA,cytosol,-1.377122879,18.8811615,1.53e-6,no hit
NUTF2,P61970,Nuclear transport factor 2,PA,cytosol,-1.633714197,20.90797436,1.61e-6,no hit
CSE1L,P55060,Exportin-2,PA,cytosol,-0.95476393,25.394106,1.61e-6,no hit
SF3B3,Q15393,Splicing factor 3B subunit 3,PA,cytosol,-0.783627315,21.89458361,1.66e-6,no hit
COPS5,Q92905,COP9 signalosome complex subunit 5,PA,cytosol,-0.998911563,20.90259383,1.67e-6,no hit
DUT,P33316,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",PA,cytosol,-1.453943648,20.24030306,1.69e-6,no hit
TRAFD1,O14545,TRAF-type zinc finger domain-containing protein 1,PA,cytosol,-1.561112513,17.13176098,1.73e-6,no hit
POP1,Q99575,Ribonucleases P/MRP protein subunit POP1,PA,cytosol,-0.980808532,19.9467089,1.82e-6,no hit
WDR70,Q9NW82,WD repeat-containing protein 70,PA,cytosol,-1.395798362,18.70349965,1.87e-6,no hit
EPPK1,P58107,Epiplakin,PA,cytosol,-1.08029694,22.35556489,1.9e-6,no hit
CSNK2B,P67870,Casein kinase II subunit beta,PA,cytosol,-0.988537504,20.67873079,2.02e-6,no hit
NCBP1,Q09161,Nuclear cap-binding protein subunit 1,PA,cytosol,-0.848635949,20.44534313,2.05e-6,no hit
PSMC6,P62333,26S proteasome regulatory subunit 10B,PA,cytosol,-1.259593448,23.46557139,2.06e-6,no hit
PPP2R2A,P63151,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,PA,cytosol,-1.234623921,22.23774718,2.1e-6,no hit
TRIM21,P19474,E3 ubiquitin-protein ligase TRIM21,PA,cytosol,-1.10542347,17.89257772,2.15e-6,no hit
TXN,P10599,Thioredoxin,PA,cytosol,-1.40459468,22.16289996,2.3e-6,no hit
SNRPA1,P09661,U2 small nuclear ribonucleoprotein A',PA,cytosol,-1.063638141,19.52314832,2.31e-6,no hit
RPS18,P62269,40S ribosomal protein S18,PA,cytosol,-1.539135303,24.5372557,2.31e-6,no hit
HPCAL1,P37235,Hippocalcin-like protein 1,PA,cytosol,-1.200399844,20.1179838,2.35e-6,no hit
SNRPB,P14678,Small nuclear ribonucleoprotein-associated proteins B and B',PA,cytosol,-1.417585369,20.3903168,2.35e-6,no hit
RPL26,P61254,60S ribosomal protein L26,PA,cytosol,-1.616752863,24.08318616,2.37e-6,no hit
ANKRD17,O75179,Ankyrin repeat domain-containing protein 17,PA,cytosol,-1.398213054,20.26906399,2.41e-6,no hit
AHNAK,Q09666,Neuroblast differentiation-associated protein AHNAK,PA,cytosol,-1.368274736,23.3922989,2.41e-6,no hit
TUBB3,Q13509,Tubulin beta-3 chain,PA,cytosol,-1.989139364,21.68267994,2.41e-6,no hit
NUP98,P52948,Nuclear pore complex protein Nup98-Nup96,PA,cytosol,-0.840620939,19.23339412,2.42e-6,no hit
PTGES3,Q15185,Prostaglandin E synthase 3,PA,cytosol,-1.244690885,22.49338066,2.51e-6,no hit
FBXO7,Q9Y3I1,F-box only protein 7,PA,cytosol,-1.385508579,18.56739407,2.52e-6,no hit
CDC73,Q6P1J9,Parafibromin,PA,cytosol,-1.255483374,18.60653085,2.55e-6,no hit
RAB1B,Q9H0U4,Ras-related protein Rab-1B,PA,cytosol,-1.171113693,19.94151361,2.61e-6,no hit
ALYREF,Q86V81,THO complex subunit 4,PA,cytosol,-1.441177549,20.65740516,2.64e-6,no hit
PPAT,Q06203,Amidophosphoribosyltransferase,PA,cytosol,-1.279725729,21.62518396,2.73e-6,no hit
CLTC,Q00610,Clathrin heavy chain 1,PA,cytosol,-0.940509193,26.28253585,2.75e-6,no hit
PEBP1,P30086,Phosphatidylethanolamine-binding protein 1,PA,cytosol,-1.709254524,21.5781171,2.75e-6,no hit
SHTN1,A0MZ66,Shootin-1,PA,cytosol,-1.335559847,18.7387362,2.81e-6,no hit
H1-2,P16403,Histone H1.2,PA,cytosol,-1.392743704,21.32055871,2.82e-6,no hit
LDHB,P07195,L-lactate dehydrogenase B chain,PA,cytosol,-2.152543072,25.6381524,2.82e-6,no hit
ACAT2,Q9BWD1,"Acetyl-CoA acetyltransferase, cytosolic",PA,cytosol,-1.035584621,21.43428902,2.87e-6,no hit
CORO1C,Q9ULV4,Coronin-1C,PA,cytosol,-0.997053935,20.90525685,2.89e-6,no hit
NUP107,P57740,Nuclear pore complex protein Nup107,PA,cytosol,-0.95001231,18.99023165,2.97e-6,no hit
GTPBP4,Q9BZE4,GTP-binding protein 4,PA,cytosol,-0.68992223,18.3070827,3.07e-6,no hit
PAFAH1B2,P68402,Platelet-activating factor acetylhydrolase IB subunit alpha2,PA,cytosol,-1.502581206,20.23790367,3.11e-6,no hit
SF3B2,Q13435,Splicing factor 3B subunit 2,PA,cytosol,-0.949824741,20.40233427,3.24e-6,no hit
GLO1,Q04760,Lactoylglutathione lyase,PA,cytosol,-1.431445212,22.84495498,3.27e-6,no hit
DCK,P27707,Deoxycytidine kinase,PA,cytosol,-1.319531378,20.763663909999998,3.34e-6,no hit
CRIP1,P50238,Cysteine-rich protein 1,PA,cytosol,-1.501879066,20.52017011,3.42e-6,no hit
ST13,P50502,Hsc70-interacting protein,PA,cytosol,-1.604382743,23.18893821,3.6e-6,no hit
ASCC3,Q8N3C0,Activating signal cointegrator 1 complex subunit 3,PA,cytosol,-1.221777977,18.18527817,3.69e-6,no hit
DHX30,Q7L2E3,ATP-dependent RNA helicase DHX30,PA,cytosol,-1.177609868,18.67422493,3.75e-6,no hit
HNRNPF,P52597,Heterogeneous nuclear ribonucleoprotein F,PA,cytosol,-0.937572083,22.91160925,3.84e-6,no hit
CPS1,P31327,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",PA,cytosol,-0.871007173,20.78778193,4.05e-6,no hit
COPS2,P61201,COP9 signalosome complex subunit 2,PA,cytosol,-0.941199966,21.80613453,4.31e-6,no hit
SEC31A,O94979,Protein transport protein Sec31A,PA,cytosol,-0.673007626,22.41775171,4.58e-6,no hit
SAR1A,Q9NR31,GTP-binding protein SAR1a,PA,cytosol,-1.814418168,21.16171012,4.74e-6,no hit
HAT1,O14929,Histone acetyltransferase type B catalytic subunit,PA,cytosol,-1.043170657,23.52290853,4.95e-6,no hit
DDX46,Q7L014,Probable ATP-dependent RNA helicase DDX46,PA,cytosol,-0.972967713,21.10806146,4.96e-6,no hit
DYNLL1,P63167,"Dynein light chain 1, cytoplasmic",PA,cytosol,-0.921238169,21.9635601,4.96e-6,no hit
AFAP1,Q8N556,Actin filament-associated protein 1,PA,cytosol,-0.851359076,18.63589333,5.04e-6,no hit
VCP,P55072,Transitional endoplasmic reticulum ATPase,PA,cytosol,-1.045461073,24.68495067,5.28e-6,no hit
DNPH1,O43598,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,PA,cytosol,-1.383612729,20.86476837,5.41e-6,no hit
EPS8L2,Q9H6S3,Epidermal growth factor receptor kinase substrate 8-like protein 2,PA,cytosol,-1.223624181,19.47618206,5.52e-6,no hit
ARPC4,P59998,Actin-related protein 2/3 complex subunit 4,PA,cytosol,-1.805300339,20.70265163,5.75e-6,no hit
DIMT1,Q9UNQ2,Probable dimethyladenosine transferase,PA,cytosol,-0.791279236,18.91457135,5.99e-6,no hit
EFHD2,Q96C19,EF-hand domain-containing protein D2,PA,cytosol,-1.110633406,17.84607616,6.06e-6,no hit
PSMB6,P28072,Proteasome subunit beta type-6,PA,cytosol,-1.120633582,22.38068996,6.39e-6,no hit
CDKN2A,P42771,Cyclin-dependent kinase inhibitor 2A,PA,cytosol,-1.270652521,18.1112771,6.65e-6,no hit
CDC27,P30260,Cell division cycle protein 27 homolog,PA,cytosol,-1.587767731,18.37139226,6.75e-6,no hit
EIF3I,Q13347,Eukaryotic translation initiation factor 3 subunit I,PA,cytosol,-1.397559244,21.30613443,6.79e-6,no hit
GINS1,Q14691,DNA replication complex GINS protein PSF1,PA,cytosol,-1.027289169,18.78444097,6.86e-6,no hit
UCHL3,P15374,Ubiquitin carboxyl-terminal hydrolase isozyme L3,PA,cytosol,-1.08420991,20.12111845,7.15e-6,no hit
NUP160,Q12769,Nuclear pore complex protein Nup160,PA,cytosol,-0.902420893,18.8203886,7.19e-6,no hit
ATL3,Q6DD88,Atlastin-3,PA,cytosol,-0.859269797,16.04777316,7.68e-6,no hit
ASCC2,Q9H1I8,Activating signal cointegrator 1 complex subunit 2,PA,cytosol,-0.822976177,18.54231893,7.74e-6,no hit
TCERG1,O14776,Transcription elongation regulator 1,PA,cytosol,-0.76793612,19.77074491,7.8e-6,no hit
SETD7,Q8WTS6,Histone-lysine N-methyltransferase SETD7,PA,cytosol,-1.396099545,19.28701834,8.16e-6,no hit
CNN2,Q99439,Calponin-2,PA,cytosol,-1.177171674,19.57624035,8.32e-6,no hit
SNRNP200,O75643,U5 small nuclear ribonucleoprotein 200 kDa helicase,PA,cytosol,-0.917732008,20.74558179,8.45e-6,no hit
SRP9,P49458,Signal recognition particle 9 kDa protein,PA,cytosol,-1.079338688,20.10783163,8.68e-6,no hit
ELOC,Q15369,Elongin-C,PA,cytosol,-0.975092676,21.2954091,8.83e-6,no hit
NXN,Q6DKJ4,Nucleoredoxin,PA,cytosol,-1.18271633,19.99205571,9.55e-6,no hit
MAGEA1,P43355,Melanoma-associated antigen 1,PA,cytosol,-0.84073149,20.11253265,9.58e-6,no hit
NPLOC4,Q8TAT6,Nuclear protein localization protein 4 homolog,PA,cytosol,-0.758392161,18.05660626,9.93e-6,no hit
NFKB2,Q00653,Nuclear factor NF-kappa-B p100 subunit,PA,cytosol,-1.5235972,18.82280345,1e-5,no hit
NAGK,Q9UJ70,N-acetyl-D-glucosamine kinase,PA,cytosol,-1.165842043,17.34698115,1.02e-5,no hit
DHX29,Q7Z478,ATP-dependent RNA helicase DHX29,PA,cytosol,-1.477164912,18.39051453,1.02e-5,no hit
RPL35,P42766,60S ribosomal protein L35,PA,cytosol,-1.84418831,22.65066178,1.05e-5,no hit
BYSL,Q13895,Bystin,PA,cytosol,-1.208824291,20.79435392,1.12e-5,no hit
NME1,P15531,Nucleoside diphosphate kinase A,PA,cytosol,-2.226323609,20.29549507,1.18e-5,no hit
NUP133,Q8WUM0,Nuclear pore complex protein Nup133,PA,cytosol,-0.89815268,18.84237063,1.18e-5,no hit
RPL9P9,P32969,60S ribosomal protein L9,PA,cytosol,-1.630480149,22.87808066,1.23e-5,no hit
HTATSF1,O43719,HIV Tat-specific factor 1,PA,cytosol,-0.994846764,21.3455506,1.26e-5,no hit
HNRNPU,Q00839,Heterogeneous nuclear ribonucleoprotein U,PA,cytosol,-0.917259424,25.5739374,1.27e-5,no hit
H2BC12,O60814,Histone H2B type 1-K,PA,cytosol,-1.314348388,22.1702123,1.29e-5,no hit
ACTC1,P68032,"Actin, alpha cardiac muscle 1",PA,cytosol,-1.345436925,22.36562028,1.32e-5,no hit
PRMT7,Q9NVM4,Protein arginine N-methyltransferase 7,PA,cytosol,-1.658013502,20.49643332,1.32e-5,no hit
POLR2H,P52434,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",PA,cytosol,-1.475458235,17.57389124,1.39e-5,no hit
TWF2,Q6IBS0,Twinfilin-2,PA,cytosol,-2.056493597,19.7930279,1.52e-5,no hit
PSME1,Q06323,Proteasome activator complex subunit 1,PA,cytosol,-1.501972776,21.94470473,1.53e-5,no hit
SELENBP1,Q13228,Methanethiol oxidase,PA,cytosol,-1.338687326,21.26685987,1.53e-5,no hit
DDX17,Q92841,Probable ATP-dependent RNA helicase DDX17,PA,cytosol,-0.919100476,21.84513897,1.55e-5,no hit
RNF114,Q9Y508,E3 ubiquitin-protein ligase RNF114,PA,cytosol,-1.197666244,15.52891985,1.56e-5,no hit
SRSF2,Q01130,Serine/arginine-rich splicing factor 2,PA,cytosol,-0.849063175,18.97209111,1.63e-5,no hit
PPP1CB,P62140,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,PA,cytosol,-0.675286872,20.71543081,1.66e-5,no hit
CLTB,P09497,Clathrin light chain B,PA,cytosol,-1.082972893,19.75328922,1.7e-5,no hit
EMG1,Q92979,Ribosomal RNA small subunit methyltransferase NEP1,PA,cytosol,-1.045649303,21.14025296,1.71e-5,no hit
C8orf33,Q9H7E9,UPF0488 protein C8orf33,PA,cytosol,-1.227676872,17.53945313,1.72e-5,no hit
PARP1,P09874,Poly [ADP-ribose] polymerase 1,PA,cytosol,-0.890620845,24.06031062,1.82e-5,no hit
GEMIN4,P57678,Gem-associated protein 4,PA,cytosol,-0.753143927,20.80570775,1.91e-5,no hit
MSH2,P43246,DNA mismatch repair protein Msh2,PA,cytosol,-0.767021349,21.11813786,1.92e-5,no hit
COPE,O14579,Coatomer subunit epsilon,PA,cytosol,-1.17828085,19.64490207,1.95e-5,no hit
IAH1,Q2TAA2,Isoamyl acetate-hydrolyzing esterase 1 homolog,PA,cytosol,-1.007799671,18.82307039,2.12e-5,no hit
HNRNPUL2,Q1KMD3,Heterogeneous nuclear ribonucleoprotein U-like protein 2,PA,cytosol,-0.620834385,19.64685296,2.14e-5,no hit
RPS15,P62841,40S ribosomal protein S15,PA,cytosol,-1.656472322,22.6851676,2.16e-5,no hit
FUBP1,Q96AE4,Far upstream element-binding protein 1,PA,cytosol,-0.75709502,22.8592908,2.18e-5,no hit
ACTN1,P12814,Alpha-actinin-1,PA,cytosol,-0.859777002,23.32412462,2.18e-5,no hit
DUSP23,Q9BVJ7,Dual specificity protein phosphatase 23,PA,cytosol,-0.888507445,19.25243483,2.22e-5,no hit
RPS24,P62847,40S ribosomal protein S24,PA,cytosol,-1.648237271,22.6285941,2.35e-5,no hit
FHL2,Q14192,Four and a half LIM domains protein 2,PA,cytosol,-0.944099606,20.51991471,2.49e-5,no hit
NACA,E9PAV3,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",PA,cytosol,-1.320374082,18.72541815,2.54e-5,no hit
EEFSEC,P57772,Selenocysteine-specific elongation factor,PA,cytosol,-0.772542782,19.45842468,2.54e-5,no hit
MACF1,Q9UPN3,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5",PA,cytosol,-0.995770372,18.91783804,2.6e-5,no hit
TARDBP,Q13148,TAR DNA-binding protein 43,PA,cytosol,-1.08506706,18.67773583,2.9e-5,no hit
DCAF8,Q5TAQ9,DDB1- and CUL4-associated factor 8,PA,cytosol,-0.806387012,20.56635163,2.97e-5,no hit
PRRC1,Q96M27,Protein PRRC1,PA,cytosol,-1.338815804,19.98877843,2.99e-5,no hit
PAK4,O96013,Serine/threonine-protein kinase PAK 4,PA,cytosol,-1.044763243,20.37826451,3.07e-5,no hit
DDX39B,Q13838,Spliceosome RNA helicase DDX39B,PA,cytosol,-0.828251175,22.72866327,3.24e-5,no hit
TLE3,Q04726,Transducin-like enhancer protein 3,PA,cytosol,-0.668733896,21.60260428,3.33e-5,no hit
PELO,Q9BRX2,Protein pelota homolog,PA,cytosol,-1.430205813,19.66351946,3.34e-5,no hit
ARF3,P61204,ADP-ribosylation factor 3,PA,cytosol,-1.460469756,22.73635374,3.38e-5,no hit
TMOD3,Q9NYL9,Tropomodulin-3,PA,cytosol,-1.446497131,19.39640896,3.39e-5,no hit
RIOK1,Q9BRS2,Serine/threonine-protein kinase RIO1,PA,cytosol,-1.376191763,19.10889548,3.5e-5,no hit
SIRT1,Q96EB6,NAD-dependent protein deacetylase sirtuin-1,PA,cytosol,-0.921848755,20.45967888,3.53e-5,no hit
MEMO1,Q9Y316,Protein MEMO1,PA,cytosol,-1.34900714,18.77375988,3.7e-5,no hit
INF2,Q27J81,Inverted formin-2,PA,cytosol,-0.670382704,20.7556322,3.95e-5,no hit
AKAP13,Q12802,A-kinase anchor protein 13,PA,cytosol,-1.414480334,18.24459957,4.02e-5,no hit
COPS3,Q9UNS2,COP9 signalosome complex subunit 3,PA,cytosol,-0.981908595,21.21435112,4.07e-5,no hit
SNRNP70,P08621,U1 small nuclear ribonucleoprotein 70 kDa,PA,cytosol,-1.248376689,19.07081783,4.37e-5,no hit
PPP4C,P60510,Serine/threonine-protein phosphatase 4 catalytic subunit,PA,cytosol,-0.998983776,19.89162181,4.46e-5,no hit
SMYD5,Q6GMV2,Histone-lysine N-trimethyltransferase SMYD5,PA,cytosol,-1.898067796,20.0697998,4.58e-5,no hit
RPS23,P62266,40S ribosomal protein S23,PA,cytosol,-1.588716737,23.80776413,4.6e-5,no hit
LARP4B,Q92615,La-related protein 4B,PA,cytosol,-1.106676917,20.21923766,4.79e-5,no hit
DCPS,Q96C86,m7GpppX diphosphatase,PA,cytosol,-1.294582257,20.80600182,4.81e-5,no hit
H4C16,P62805,Histone H4,PA,cytosol,-1.067701033,22.07533112,4.95e-5,no hit
DPP3,Q9NY33,Dipeptidyl peptidase 3,PA,cytosol,-1.299895724,24.05318189,4.99e-5,no hit
SF3B1,O75533,Splicing factor 3B subunit 1,PA,cytosol,-0.726484735,19.67359192,5.26e-5,no hit
EEF1B2,P24534,Elongation factor 1-beta,PA,cytosol,-1.078297014,22.92635242,5.3e-5,no hit
MCM5,P33992,DNA replication licensing factor MCM5,PA,cytosol,-0.806298862,24.08372186,5.37e-5,no hit
TTC39C,Q8N584,Tetratricopeptide repeat protein 39C,PA,cytosol,-1.5471862,17.76463694,5.48e-5,no hit
S100A6,P06703,Protein S100-A6,PA,cytosol,-1.404509056,24.04259859,5.59e-5,no hit
FBL,P22087,rRNA 2'-O-methyltransferase fibrillarin,PA,cytosol,-0.870777015,19.34403788,5.97e-5,no hit
EIF4G2,P78344,Eukaryotic translation initiation factor 4 gamma 2,PA,cytosol,-0.880249231,23.2306025,6e-5,no hit
ACBD3,Q9H3P7,Golgi resident protein GCP60,PA,cytosol,-0.766219756,20.29606999,6.03e-5,no hit
NUDCD2,Q8WVJ2,NudC domain-containing protein 2,PA,cytosol,-1.03080077,19.57728954,6.13e-5,no hit
PRMT1,Q99873,Protein arginine N-methyltransferase 1,PA,cytosol,-0.759645728,22.93371442,6.14e-5,no hit
RPL29,P47914,60S ribosomal protein L29,PA,cytosol,-2.147493867,22.60330226,6.8e-5,no hit
DDB1,Q16531,DNA damage-binding protein 1,PA,cytosol,-0.982638095,24.70018308,7.01e-5,no hit
RPL31,P62899,60S ribosomal protein L31,PA,cytosol,-1.635479821,22.98458515,7.12e-5,no hit
UBE2Q1,Q7Z7E8,Ubiquitin-conjugating enzyme E2 Q1,PA,cytosol,-1.265066304,20.26113953,7.5e-5,no hit
TNPO1,Q92973,Transportin-1,PA,cytosol,-0.714843689,24.47658004,7.6e-5,no hit
ANXA2,P07355,Annexin A2,PA,cytosol,-1.310850762,24.59561964,7.79e-5,no hit
KPNB1,Q14974,Importin subunit beta-1,PA,cytosol,-0.913670445,24.75277592,8.03e-5,no hit
PRKAR2A,P13861,cAMP-dependent protein kinase type II-alpha regulatory subunit,PA,cytosol,-0.563513974,22.64745491,8.32e-5,no hit
VAT1,Q99536,Synaptic vesicle membrane protein VAT-1 homolog,PA,cytosol,-0.874533196,21.54696632,8.53e-5,no hit
TRIM28,Q13263,Transcription intermediary factor 1-beta,PA,cytosol,-0.973917211,24.01922505,8.79e-5,no hit
IFI16,Q16666,Gamma-interferon-inducible protein 16,PA,cytosol,-0.802284927,19.42393079,1.01649e-4,no hit
HNRNPL,P14866,Heterogeneous nuclear ribonucleoprotein L,PA,cytosol,-0.962951457,20.62196076,1.04578e-4,no hit
JMJD6,Q6NYC1,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,PA,cytosol,-0.867513734,20.24009276,1.06485e-4,no hit
CNOT1,A5YKK6,CCR4-NOT transcription complex subunit 1,PA,cytosol,-0.560570602,20.96351362,1.11774e-4,no hit
H3-3B,P84243,Histone H3.3,PA,cytosol,-0.785036222,23.017052670000002,1.13728e-4,no hit
PSME4,Q14997,Proteasome activator complex subunit 4,PA,cytosol,-0.903793118,19.78723787,1.14041e-4,no hit
PARK7,Q99497,Parkinson disease protein 7,PA,cytosol,-1.369249715,21.55377875,1.15989e-4,no hit
ABR,Q12979,Active breakpoint cluster region-related protein,PA,cytosol,-1.007753225,17.87719831,1.18272e-4,no hit
SERPINB1,P30740,Leukocyte elastase inhibitor,PA,cytosol,-1.543774216,20.75357356,1.18776e-4,no hit
PRDX2,P32119,Peroxiredoxin-2,PA,cytosol,-1.553956889,24.44036399,1.23466e-4,no hit
RPLP2,P05387,60S acidic ribosomal protein P2,PA,cytosol,-1.192555008,19.38568881,1.23892e-4,no hit
HDGF,P51858,Hepatoma-derived growth factor,PA,cytosol,-1.124317682,20.96342345,1.27807e-4,no hit
