gene_name,sample,comparison,AveExpr,logFC,pvalue,fdr,hit_annotation
E7EVH7|KLC1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.44629707,-0.029441742,0.882029691,0.982129263,no hit
RPL6,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.87156099,0.041050688,0.883760133,0.982129263,no hit
PPP1CC,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.49793012,0.025700059,0.884384529,0.982129263,no hit
GBF1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.48430321,0.03820253,0.884416088,0.982129263,no hit
FYCO1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.9445216,0.026572431,0.884675931,0.982129263,no hit
KPNA1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.97954735,-0.019769436,0.886153788,0.982129263,no hit
NUP155,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.38385367,0.029714341,0.886178447,0.982129263,no hit
DUT,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.03793432,-0.049485218,0.887499186,0.982129263,no hit
TOP2A,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.66022254,-0.049193548,0.887851466,0.982129263,no hit
SAE1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.64811953,-0.046902989,0.887944903,0.982129263,no hit
PML,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.87177426,0.025007403,0.888097694,0.982129263,no hit
PPP2R1A,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.98107385,-0.023673757,0.88830637,0.982129263,no hit
CCT6A,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.21978092,0.023424255,0.888764383,0.982129263,no hit
COPZ1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.78401415,0.030628317,0.890514813,0.982129263,no hit
GNPDA1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.17070623,-0.049338736,0.891420346,0.982129263,no hit
PTBP1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.12761783,0.025089842,0.891617022,0.982129263,no hit
RAI14,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.90402985,0.032582521,0.891661588,0.982129263,no hit
SNRNP200,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.59472207,0.024636032,0.892094367,0.982129263,no hit
SKP1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.62669691,-0.042879484,0.892528453,0.982129263,no hit
SYMPK,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.04697862,-0.06271877,0.893992505,0.982572288,no hit
EIF3B,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.69263316,0.023870254,0.896084616,0.982572288,no hit
VBP1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.09899978,0.040383736,0.896835535,0.982572288,no hit
PYCR1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.73199066,0.025652731,0.897464629,0.982572288,no hit
NUP93,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.98645597,0.028901689,0.897677378,0.982572288,no hit
THOC2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.42423519,0.032037868,0.89815288,0.982572288,no hit
ETFB,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.91281617,-0.016482986,0.904017285,0.986874812,no hit
RCN2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.08081876,0.040192839,0.904254941,0.986874812,no hit
SNX4,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.63964172,0.017485354,0.905608219,0.986874812,no hit
RNPEP,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.56837216,-0.024039074,0.906890202,0.986874812,no hit
PRPF8,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.7385816,-0.021857437,0.908059865,0.986874812,no hit
GTPBP4,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.39514124,0.024829859,0.910106691,0.986874812,no hit
HSD17B10,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.62151853,0.019024615,0.910700003,0.986874812,no hit
DYNC1LI1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.33389535,-0.02515052,0.911121901,0.986874812,no hit
TPP2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),27.12447032,-0.03168668,0.91123311,0.986874812,no hit
LARS2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.79574263,0.016261278,0.911369197,0.986874812,no hit
CMAS,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.14783946,-0.017779548,0.912103641,0.986874812,no hit
ACAT1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.51151694,-0.01968546,0.912575114,0.986874812,no hit
GBAS,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.92024696,-0.036164598,0.915846705,0.989448599,no hit
DHX9,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.99810337,0.030187757,0.916707913,0.989448599,no hit
ARID1A,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.91902931,-0.031048899,0.918606436,0.99055078,no hit
LSM8,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.3666213,-0.019944064,0.919573542,0.990647451,no hit
KDELC2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.53406663,-0.02364869,0.920721309,0.990938377,no hit
FKBP9,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.91016798,-0.016612371,0.92261039,0.992025838,no hit
ATP5C1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.36083913,0.022999806,0.923624704,0.992171542,no hit
SYNE2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),28.87680856,0.044356255,0.926898696,0.993495188,no hit
CHERP,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.20811612,0.018850878,0.92923195,0.993495188,no hit
TLN1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),27.4105613,-0.016884827,0.929565103,0.993495188,no hit
RUVBL1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.24758919,-0.014013771,0.929959923,0.993495188,no hit
KPNA4,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.66161946,0.012385123,0.93010144,0.993495188,no hit
CAPRIN1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.58395628,0.020284167,0.930136771,0.993495188,no hit
XRCC6,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.09797586,-0.014182017,0.93243498,0.99482621,no hit
LAS1L,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),21.6679797,0.022816087,0.934101059,0.99482621,no hit
HNRNPK,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.01034576,-0.015072974,0.935243286,0.99482621,no hit
ALDH6A1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.86628108,-0.015720527,0.936542632,0.99482621,no hit
RPL9,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.54171733,0.022803562,0.93656116,0.99482621,no hit
FAHD2A,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.19749784,0.015954595,0.936669851,0.99482621,no hit
PAOX,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.85580752,0.015780739,0.938393218,0.994925295,no hit
ILF2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.90214142,-0.022831489,0.938525633,0.994925295,no hit
FUBP1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.40706386,-0.012221868,0.941108251,0.996101408,no hit
RUFY1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.92269809,0.012131584,0.942507128,0.996101408,no hit
SUCLG1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.56254255,-0.01172126,0.943597338,0.996101408,no hit
TGM3,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.54538211,-0.034612228,0.944269868,0.996101408,enriched no hit
VCP,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),27.02447884,0.014461962,0.944549191,0.996101408,no hit
MANBA,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.16245926,0.016663479,0.945702914,0.996101408,no hit
HMGCL,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.51228837,-0.014174028,0.94581108,0.996101408,no hit
MORC3,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.77942692,-0.011968016,0.948512137,0.996367702,no hit
OSBPL1A,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.2296546,-0.019482311,0.948719375,0.996367702,no hit
NUP188,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.48629308,0.019561471,0.949361871,0.996367702,no hit
DHX30,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.30103271,0.01117344,0.949594019,0.996367702,no hit
ESYT1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.49558247,-0.023899179,0.951732072,0.997683853,no hit
FSCN1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.22793136,-0.03125032,0.955003988,0.998066468,no hit
SND1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.35754633,-0.016135369,0.955588873,0.998066468,no hit
KHDRBS1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.31318098,0.016600287,0.959852069,0.998066468,no hit
MDH2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.87334092,0.007835902,0.962766598,0.998066468,no hit
UBE2I,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.93541281,-0.009707128,0.962864967,0.998066468,no hit
SHMT2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.93654172,0.008524801,0.964617661,0.998066468,no hit
ST13|ST13P4,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.67260472,0.012792212,0.964768774,0.998066468,no hit
7-Sep,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.63973265,0.009100799,0.964819408,0.998066468,no hit
BUB3,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.69491118,-0.010904435,0.968005122,0.998066468,no hit
RPSA,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.98205335,-0.007292106,0.969610519,0.998066468,no hit
DCTN2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.54712173,0.007473843,0.970214998,0.998066468,no hit
TST,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.92703256,-0.00497675,0.970374214,0.998066468,no hit
SEC23A,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.25959636,-0.007475417,0.970775008,0.998066468,no hit
EIF3I,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.21744746,0.006795805,0.971845452,0.998066468,no hit
AIM1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.05243555,0.015033273,0.974613433,0.998066468,no hit
DNAJC7,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.67294842,0.006320366,0.974779547,0.998066468,no hit
HSPA1B|HSPA1A,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.09014184,-0.007669305,0.975275938,0.998066468,no hit
9-Sep,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.99157372,0.006381975,0.975883127,0.998066468,no hit
TXNL1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.70176853,-0.007355169,0.976610235,0.998066468,no hit
PSMD5,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.77042924,0.006087395,0.976657122,0.998066468,no hit
RELN,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.31242134,-0.01491319,0.97741047,0.998066468,no hit
SMARCA5,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.99994986,-0.008513494,0.978554588,0.998066468,no hit
AP2B1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.44975295,0.005508289,0.978562376,0.998066468,no hit
LSS,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.02877367,-0.012610649,0.97902176,0.998066468,no hit
RPA1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.15445138,-0.005419859,0.980263885,0.998066468,no hit
EFTUD2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.47201121,0.003422425,0.98145416,0.998066468,no hit
GPS1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.61272857,0.004210263,0.981606851,0.998066468,no hit
S100A10,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.84069786,0.004421742,0.98353614,0.998066468,no hit
CTNNB1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.25795245,-0.008482235,0.984057859,0.998066468,no hit
MARS2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.23500873,-0.003464624,0.985162449,0.998066468,no hit
EIF3M,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.6765552,0.003790177,0.986001877,0.998066468,no hit
RPL3,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.48897856,-0.003339526,0.987428042,0.998066468,no hit
AGPS,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.72960673,-0.00378293,0.98748369,0.998066468,no hit
LRRC15,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.5101937,0.00386646,0.989640479,0.998066468,no hit
RIF1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.7765935,0.004668628,0.989759356,0.998066468,no hit
NUP107,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.3682341,-0.004057062,0.989878543,0.998066468,no hit
ZYX,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.12912552,-0.005348106,0.990778364,0.998066468,no hit
NLN,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.00104064,-0.00203191,0.991611416,0.998066468,no hit
RAN,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.65195822,-0.0022707,0.991977759,0.998066468,no hit
HEATR3,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.67151398,0.002485369,0.992814902,0.998066468,no hit
TIMM44,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.4675435,0.003005008,0.9935081,0.998066468,no hit
YWHAB,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.79095125,-0.002900319,0.993770535,0.998066468,no hit
ARPC1B,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.55852219,0.001614715,0.99417966,0.998066468,no hit
LGALS1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.92464134,0.003582141,0.994325416,0.998066468,no hit
MCM3,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.52451036,0.00237289,0.994695916,0.998066468,no hit
AARS2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.86078551,-0.001337494,0.995200254,0.998066468,no hit
NPC2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.3648045,0.001788661,0.99590288,0.998066468,no hit
HDGF,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.150854,0.001486471,0.996129945,0.998066468,no hit
ZNF90|RPS16,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.35515028,7.08E-04,0.997261896,0.998066468,no hit
SF3B2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.87207869,-7.52E-04,0.997658859,0.998066468,no hit
PPIL4,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.02844147,-6.01E-04,0.997784201,0.998066468,no hit
IGF2BP3,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.22268326,-5.43E-04,0.998066468,0.998066468,no hit
VDAC1,THP1,FA_8_3_UV - FA_8_3_noUV,25.62871141,1.585392072,1.29E-05,0.006212064,enriched hit
ECH1,THP1,FA_8_3_UV - FA_8_3_noUV,25.17230828,3.165876168,1.43E-05,0.006212064,enriched hit
SCCPDH,THP1,FA_8_3_UV - FA_8_3_noUV,23.27680457,1.448943602,2.61E-05,0.007568401,enriched hit
VDAC3,THP1,FA_8_3_UV - FA_8_3_noUV,24.04823475,1.189625324,5.80E-05,0.012610519,enriched hit
BCAT2,THP1,FA_8_3_UV - FA_8_3_noUV,22.82250973,0.912456541,9.67E-04,0.168057706,enriched candidate
CANX,THP1,FA_8_3_UV - FA_8_3_noUV,26.13135594,1.048374466,0.001195877,0.173202898,enriched candidate
PITPNB,THP1,FA_8_3_UV - FA_8_3_noUV,23.2917942,2.212422861,0.002915499,0.327888171,no hit
OSBPL8,THP1,FA_8_3_UV - FA_8_3_noUV,23.20657373,1.093843454,0.003906122,0.327888171,no hit
VDAC2,THP1,FA_8_3_UV - FA_8_3_noUV,23.75902854,1.592451455,0.004359361,0.327888171,no hit
EIF4E,THP1,FA_8_3_UV - FA_8_3_noUV,22.79526402,-0.759884094,0.006614012,0.327888171,no hit
LMNB1,THP1,FA_8_3_UV - FA_8_3_noUV,27.74848996,0.845343755,0.006933007,0.327888171,no hit
FASN,THP1,FA_8_3_UV - FA_8_3_noUV,25.63904102,-0.895354845,0.007043665,0.327888171,no hit
RPL23A,THP1,FA_8_3_UV - FA_8_3_noUV,24.59223604,-0.619825321,0.008276236,0.327888171,no hit
RPS28,THP1,FA_8_3_UV - FA_8_3_noUV,22.49989897,-0.613444389,0.008348441,0.327888171,no hit
ERH,THP1,FA_8_3_UV - FA_8_3_noUV,24.47511912,0.679433219,0.008377589,0.327888171,no hit
ZMPSTE24,THP1,FA_8_3_UV - FA_8_3_noUV,23.14508742,1.186853967,0.009143492,0.327888171,no hit
ERAP1,THP1,FA_8_3_UV - FA_8_3_noUV,23.68390983,0.981991397,0.009268064,0.327888171,no hit
ARF3|ARF1,THP1,FA_8_3_UV - FA_8_3_noUV,21.98519916,-0.808851054,0.009329134,0.327888171,no hit
NAE1,THP1,FA_8_3_UV - FA_8_3_noUV,22.78891154,-0.996015553,0.009417754,0.327888171,no hit
RBBP7,THP1,FA_8_3_UV - FA_8_3_noUV,23.85421036,0.690590731,0.009797778,0.327888171,no hit
SND1,THP1,FA_8_3_UV - FA_8_3_noUV,26.44179231,0.627741956,0.010436796,0.327888171,no hit
TPT1,THP1,FA_8_3_UV - FA_8_3_noUV,24.42663272,-0.607605971,0.010488501,0.327888171,no hit
XRN2,THP1,FA_8_3_UV - FA_8_3_noUV,25.32079224,0.883962256,0.010546496,0.327888171,no hit
SOD1,THP1,FA_8_3_UV - FA_8_3_noUV,24.96652445,-1.080984684,0.01059727,0.327888171,no hit
EEF1A1|EEF1A1P5,THP1,FA_8_3_UV - FA_8_3_noUV,26.60440107,-0.905602478,0.010628527,0.327888171,no hit
HEL-S-109,THP1,FA_8_3_UV - FA_8_3_noUV,24.99379638,0.850483315,0.011180332,0.327888171,no hit
LSM6,THP1,FA_8_3_UV - FA_8_3_noUV,24.39799472,0.72049005,0.011228169,0.327888171,no hit
SSBP1,THP1,FA_8_3_UV - FA_8_3_noUV,24.82356906,0.792869609,0.011504639,0.327888171,no hit
SERPINB5,THP1,FA_8_3_UV - FA_8_3_noUV,21.82124748,-3.419727377,0.011611707,0.327888171,no hit
GSTP1,THP1,FA_8_3_UV - FA_8_3_noUV,24.81770068,-0.756578949,0.011744688,0.327888171,no hit
RPS20,THP1,FA_8_3_UV - FA_8_3_noUV,22.68113289,-0.824246955,0.011908486,0.327888171,no hit
OLA1,THP1,FA_8_3_UV - FA_8_3_noUV,22.30580927,-0.776941191,0.012074133,0.327888171,no hit
PAK2,THP1,FA_8_3_UV - FA_8_3_noUV,23.93751225,-0.580860255,0.012946903,0.340935109,no hit
RPL23,THP1,FA_8_3_UV - FA_8_3_noUV,23.43303739,-1.501530866,0.014105983,0.343441217,no hit
PGK1,THP1,FA_8_3_UV - FA_8_3_noUV,26.38627236,-0.742329454,0.014166033,0.343441217,no hit
EIF5A2|EIF5A,THP1,FA_8_3_UV - FA_8_3_noUV,24.25778903,-0.520212008,0.014227714,0.343441217,no hit
SARS,THP1,FA_8_3_UV - FA_8_3_noUV,21.12188348,-1.045831929,0.014900362,0.343821362,no hit
PMPCB,THP1,FA_8_3_UV - FA_8_3_noUV,23.11759098,0.557301663,0.017631758,0.343821362,no hit
PFAS,THP1,FA_8_3_UV - FA_8_3_noUV,22.7595153,-0.874302048,0.017947024,0.343821362,no hit
PRDX3,THP1,FA_8_3_UV - FA_8_3_noUV,25.70852654,0.681556511,0.018184743,0.343821362,no hit
PDCD6IP,THP1,FA_8_3_UV - FA_8_3_noUV,22.14032335,-0.60174986,0.018188042,0.343821362,no hit
SNU13,THP1,FA_8_3_UV - FA_8_3_noUV,23.32157331,0.5641214,0.018284085,0.343821362,no hit
PRDX2,THP1,FA_8_3_UV - FA_8_3_noUV,25.12033251,-0.601000049,0.018647397,0.343821362,no hit
RPL35,THP1,FA_8_3_UV - FA_8_3_noUV,24.14608243,-0.895547862,0.018650484,0.343821362,no hit
TPI1,THP1,FA_8_3_UV - FA_8_3_noUV,25.67585273,-0.630245753,0.019269288,0.343821362,no hit
RPS25,THP1,FA_8_3_UV - FA_8_3_noUV,23.30437879,-0.743921335,0.019901417,0.343821362,no hit
CTSZ,THP1,FA_8_3_UV - FA_8_3_noUV,25.06732508,1.070072169,0.019907836,0.343821362,no hit
GLB1,THP1,FA_8_3_UV - FA_8_3_noUV,22.13696309,0.566449317,0.02005498,0.343821362,no hit
CES1,THP1,FA_8_3_UV - FA_8_3_noUV,25.86012347,0.781771823,0.020077943,0.343821362,no hit
PEBP1,THP1,FA_8_3_UV - FA_8_3_noUV,23.6625392,-0.761456737,0.020899513,0.343821362,no hit
HSPB1,THP1,FA_8_3_UV - FA_8_3_noUV,25.25337213,-1.698453449,0.021730116,0.343821362,no hit
GBE1,THP1,FA_8_3_UV - FA_8_3_noUV,23.76364732,-0.890127103,0.021891777,0.343821362,no hit
USP7,THP1,FA_8_3_UV - FA_8_3_noUV,25.22139377,0.549950538,0.022011383,0.343821362,no hit
RPS13,THP1,FA_8_3_UV - FA_8_3_noUV,24.54929696,-0.792929986,0.022524742,0.343821362,no hit
TMEM189-UBE2V1|UBE2V1,THP1,FA_8_3_UV - FA_8_3_noUV,24.8188336,-0.507873974,0.023049607,0.343821362,no hit
ENO1,THP1,FA_8_3_UV - FA_8_3_noUV,26.85450975,-0.680064291,0.023280498,0.343821362,no hit
PSAP,THP1,FA_8_3_UV - FA_8_3_noUV,24.3655533,0.68320532,0.02334151,0.343821362,no hit
RPS10|RPS10P5,THP1,FA_8_3_UV - FA_8_3_noUV,23.40602055,-0.77157273,0.023547929,0.343821362,no hit
PGAM1,THP1,FA_8_3_UV - FA_8_3_noUV,24.44744498,-0.656499762,0.023600479,0.343821362,no hit
RPL27A,THP1,FA_8_3_UV - FA_8_3_noUV,22.91898815,-0.672822792,0.023739104,0.343821362,no hit
