"","gene_name","logFC","pvalue","hit_annotation","LipidProbe"
"2099","PSMD8",-0.083732279,0.521446783,"no hit","1-10 FA"
"2100","PPIL4",0.098172074,0.52549803,"no hit","1-10 FA"
"2101","FXR1",-0.070672733,0.526983962,"no hit","1-10 FA"
"2102","TCP1",-0.078974469,0.527895114,"no hit","1-10 FA"
"2103","RTCB",-0.081205321,0.540692715,"no hit","1-10 FA"
"2104","RUVBL1",-0.069316119,0.542286477,"no hit","1-10 FA"
"2105","RPL30",-0.065018312,0.543888412,"no hit","1-10 FA"
"2106","NXF1",-0.175704884,0.546892664,"no hit","1-10 FA"
"2107","CTSD",0.237304124,0.550853752,"no hit","1-10 FA"
"2108","GBAS",0.145351277,0.551476605,"no hit","1-10 FA"
"2109","WDR82",-0.089076685,0.556925228,"no hit","1-10 FA"
"2110","EIF3E",-0.112570785,0.557392761,"no hit","1-10 FA"
"2111","ABR",0.075520662,0.560370604,"no hit","1-10 FA"
"2112","IGF2BP2",0.069849835,0.562768546,"no hit","1-10 FA"
"2113","GEMIN5",0.098235853,0.563300327,"no hit","1-10 FA"
"2114","FLNB",-0.06418124,0.563474374,"no hit","1-10 FA"
"2115","THOC3",0.060658006,0.565263237,"no hit","1-10 FA"
"2116","ASNA1",-0.05811839,0.566634188,"no hit","1-10 FA"
"2117","UBE2I",-0.084614022,0.56907698,"no hit","1-10 FA"
"2118","C7orf55-LUC7L2|LUC7L2|C7orf55",-0.125031635,0.569150656,"no hit","1-10 FA"
"2119","NUP88",0.085466752,0.569730344,"no hit","1-10 FA"
"2120","KPNA2",-0.167810948,0.571510977,"no hit","1-10 FA"
"2121","RELN",0.207150402,0.580888456,"no hit","1-10 FA"
"2122","LIMA1",0.10425974,0.581179049,"no hit","1-10 FA"
"2123","SNRPB|SNRPN",0.159475954,0.586226291,"no hit","1-10 FA"
"2124","CAPZA2",0.074260779,0.592655187,"no hit","1-10 FA"
"2125","EDC4",0.070412407,0.597275937,"no hit","1-10 FA"
"2126","GPC4",0.414265161,0.597487479,"no hit","1-10 FA"
"2127","XP32",0.317647713,0.598270979,"no hit","1-10 FA"
"2128","CCT7",-0.10174627,0.598908609,"no hit","1-10 FA"
"2129","DDX42",0.068424884,0.601105873,"no hit","1-10 FA"
"2130","RBBP4",-0.126368949,0.601840827,"no hit","1-10 FA"
"2131","IARS2",0.072756767,0.605030661,"no hit","1-10 FA"
"2132","TPM4",-0.145058706,0.606488152,"no hit","1-10 FA"
"2133","INTS1",0.181532385,0.612346538,"no hit","1-10 FA"
"2134","CLTB",0.105135728,0.618272064,"no hit","1-10 FA"
"2135","MACF1",0.06252491,0.619447554,"no hit","1-10 FA"
"2136","RPL18A",-0.084893172,0.619644195,"no hit","1-10 FA"
"2137","PREPL",-0.103727602,0.625520618,"no hit","1-10 FA"
"2138","TIAL1",0.066148617,0.625707819,"no hit","1-10 FA"
"2139","SF3B1",-0.087867979,0.627568262,"no hit","1-10 FA"
"2140","DHX30",0.059809281,0.634117178,"no hit","1-10 FA"
"2141","ESF1",0.069700773,0.634385834,"no hit","1-10 FA"
"2142","LGALS1",-0.169508921,0.635972239,"no hit","1-10 FA"
"2143","FNTA",-0.074768062,0.636935481,"no hit","1-10 FA"
"2144","HCFC1",0.074655298,0.639467296,"no hit","1-10 FA"
"2145","SERPINB12",0.239810142,0.640214708,"no hit","1-10 FA"
"2146","ACTR2",-0.048426403,0.640579657,"no hit","1-10 FA"
"2147","LETM1",0.06391324,0.642525734,"no hit","1-10 FA"
"2148","RAB7A",-0.047373028,0.64523926,"no hit","1-10 FA"
"2149","SUCLG1",0.052836493,0.653541278,"no hit","1-10 FA"
"2150","LACTB2",0.06323679,0.654622678,"no hit","1-10 FA"
"2151","CAPRIN1",-0.07345631,0.654953586,"no hit","1-10 FA"
"2152","RPS4X",-0.072325223,0.669061667,"no hit","1-10 FA"
"2153","MORC3",-0.055479763,0.673358514,"no hit","1-10 FA"
"2154","HDAC1",-0.079591869,0.67426839,"no hit","1-10 FA"
"2155","EIF3F",-0.055019665,0.674754123,"no hit","1-10 FA"
"2156","NLN",0.057403496,0.675761658,"no hit","1-10 FA"
"2157","ZNF90|RPS16",-0.060800667,0.677941452,"no hit","1-10 FA"
"2158","GBF1",0.076728056,0.68076769,"no hit","1-10 FA"
"2159","NEU1",0.231764428,0.680946488,"no hit","1-10 FA"
"2160","MCM6",-0.094770905,0.68098948,"no hit","1-10 FA"
"2161","CCT5",-0.053470455,0.68724155,"no hit","1-10 FA"
"2162","HEATR3",-0.078327113,0.689312373,"no hit","1-10 FA"
"2163","LSM2",0.056486171,0.690600177,"no hit","1-10 FA"
"2164","MSN",-0.046798678,0.697392056,"no hit","1-10 FA"
"2165","TPM1",-0.09052337,0.698931561,"no hit","1-10 FA"
"2166","ESYT1",0.105717494,0.705889073,"no hit","1-10 FA"
"2167","ACADVL",0.100331434,0.710251793,"no hit","1-10 FA"
"2168","CLTA",-0.065484034,0.712916655,"no hit","1-10 FA"
"2169","VCL",-0.057524927,0.716612384,"no hit","1-10 FA"
"2170","DHX15",0.048284325,0.716990526,"no hit","1-10 FA"
"2171","EIF3CL|EIF3C",-0.051881038,0.722430239,"no hit","1-10 FA"
"2172","HNRNPK",-0.046662592,0.722829959,"no hit","1-10 FA"
"2173","USP7",0.051177981,0.723055604,"no hit","1-10 FA"
"2174","LARP1",-0.053264272,0.730919128,"no hit","1-10 FA"
"2175","PRDX5",-0.083508948,0.73177761,"no hit","1-10 FA"
"2176","MTA1",-0.106472756,0.734707777,"no hit","1-10 FA"
"2177","DDX39B",0.072626776,0.736402512,"no hit","1-10 FA"
"2178","BLVRB",-0.048812647,0.745957121,"no hit","1-10 FA"
"2179","RPS14",0.03741451,0.749436395,"no hit","1-10 FA"
"2180","STAG1",-0.104668778,0.751716405,"no hit","1-10 FA"
"2181","DDX3X",0.03862024,0.752337995,"no hit","1-10 FA"
"2182","FTCD",-0.055189764,0.756374458,"no hit","1-10 FA"
"2183","DNAJC13",0.058394687,0.756895209,"no hit","1-10 FA"
"2184","RNMT",0.041470406,0.757188833,"no hit","1-10 FA"
"2185","BCAT2",0.053024141,0.76223886,"no hit","1-10 FA"
"2186","POLR2B",0.063385064,0.765314563,"no hit","1-10 FA"
"2187","FUBP1",-0.034696678,0.767226614,"no hit","1-10 FA"
"2188","PRKDC",0.066771141,0.767361028,"no hit","1-10 FA"
"2189","TPP2",-0.058969527,0.769611981,"no hit","1-10 FA"
"2190","ELAC2",0.042869471,0.774818479,"no hit","1-10 FA"
"2191","EIF3K",-0.032996584,0.776378652,"no hit","1-10 FA"
"2192","AIM1",0.093862332,0.779129002,"no hit","1-10 FA"
"2193","RPS5",-0.03944905,0.783451033,"no hit","1-10 FA"
"2194","GAA",0.069577826,0.784773001,"no hit","1-10 FA"
"2195","API5",-0.029519888,0.787476573,"no hit","1-10 FA"
"2196","CCT3",-0.046683871,0.789146708,"no hit","1-10 FA"
"2197","PSAP",-0.172931778,0.79045721,"no hit","1-10 FA"
"2198","FYCO1",0.033289123,0.797418396,"no hit","1-10 FA"
"2199","RPL11",0.038801983,0.797964228,"no hit","1-10 FA"
"2200","SNX4",0.026583776,0.799001142,"no hit","1-10 FA"
"2201","RUVBL2",0.030849608,0.800330851,"no hit","1-10 FA"
"2202","GSR",0.038028635,0.803372744,"no hit","1-10 FA"
"2203","CLPX",0.047618201,0.803541595,"no hit","1-10 FA"
"2204","FUCA1",-0.03598859,0.80459802,"no hit","1-10 FA"
"2205","CLTC",0.043850132,0.806118357,"no hit","1-10 FA"
"2206","PRC1",0.04589582,0.823409131,"no hit","1-10 FA"
"2207","DDX46",0.02974945,0.826760782,"no hit","1-10 FA"
"2208","PRPF4",0.054800562,0.833450908,"no hit","1-10 FA"
"2209","CHD1",0.034308265,0.846360777,"no hit","1-10 FA"
"2210","RPL13A",0.028131659,0.848301108,"no hit","1-10 FA"
"2211","AASS",0.021292441,0.849110795,"no hit","1-10 FA"
"2212","MYL6",-0.035949367,0.85827761,"no hit","1-10 FA"
"2213","hCG_2039566|A0A0U1RRH7|HIST1H2AB|HIST1H2AG|HIST1H2AD|HIST2H2AC|HIST2H2AA3|HIST3H2A|HIST1H2AC|HIST1H2AH|HIST1H2AJ|H2AFJ",0.029510863,0.859008315,"no hit","1-10 FA"
"2214","DIABLO",0.038436651,0.865300505,"no hit","1-10 FA"
"2215","CPQ",0.049739346,0.866425221,"no hit","1-10 FA"
"2216","RBM17",-0.027802782,0.868650531,"no hit","1-10 FA"
"2217","NCBP1",-0.030738544,0.87309481,"no hit","1-10 FA"
"2218","SEC23IP",-0.019273372,0.875425437,"no hit","1-10 FA"
"2219","CMAS",0.016302181,0.886204954,"no hit","1-10 FA"
"2220","CAPZB",0.015730993,0.887407375,"no hit","1-10 FA"
"2221","OSBP",0.023916881,0.889360306,"no hit","1-10 FA"
"2222","SRSF11",0.03885481,0.892790849,"no hit","1-10 FA"
"2223","ARPC2",0.013577056,0.898997142,"no hit","1-10 FA"
"2224","RPL6",-0.02443448,0.902035538,"no hit","1-10 FA"
"2225","EFTUD2",-0.012026816,0.90805747,"no hit","1-10 FA"
"2226","PCM1",-0.021665708,0.909462814,"no hit","1-10 FA"
"2227","CALM1",-0.01866456,0.9130022,"no hit","1-10 FA"
"2228","RPS2",0.035659763,0.914776514,"no hit","1-10 FA"
"2229","CAPZA1",-0.014757285,0.916825487,"no hit","1-10 FA"
"2230","POLR2G",0.014742761,0.923716732,"no hit","1-10 FA"
"2231","RPL18",-0.017769036,0.923757986,"no hit","1-10 FA"
"2232","PABPC4",-0.014504749,0.924570458,"no hit","1-10 FA"
"2233","ACTN1",0.009945736,0.936189171,"no hit","1-10 FA"
"2234","LSM7",-0.009698806,0.940716839,"no hit","1-10 FA"
"2235","BYSL",0.009916061,0.941894428,"no hit","1-10 FA"
"2236","SNRPA",-0.017469194,0.942289535,"no hit","1-10 FA"
"2237","HEXA",0.013693493,0.94451063,"no hit","1-10 FA"
"2238","TXNDC12",0.008067518,0.945637436,"no hit","1-10 FA"
"2239","PDE12",-0.008066968,0.94732583,"no hit","1-10 FA"
"2240","RPS25",0.009866024,0.957698409,"no hit","1-10 FA"
"2241","ACBD3",-0.007081521,0.958771413,"no hit","1-10 FA"
"2242","DLD",0.007772115,0.959362102,"no hit","1-10 FA"
"2243","PDS5A",-0.013457458,0.961122598,"no hit","1-10 FA"
"2244","CCT8",0.005638663,0.96603121,"no hit","1-10 FA"
"2245","OGT",0.005608582,0.967924221,"no hit","1-10 FA"
"2246","CSDE1",-0.004538688,0.968689088,"no hit","1-10 FA"
"2247","RUFY1",-0.00400635,0.973128131,"no hit","1-10 FA"
"2248","CCT6A",-0.003491112,0.976470791,"no hit","1-10 FA"
"2249","PLRG1",-0.00535141,0.977879089,"no hit","1-10 FA"
"2250","KYAT3",0.003236662,0.978528787,"no hit","1-10 FA"
"2251","MYH10",0.005438098,0.979274648,"no hit","1-10 FA"
"2252","SSRP1",0.003426889,0.980559136,"no hit","1-10 FA"
"2253","NENF",-0.004721457,0.987693423,"no hit","1-10 FA"
"2254","RFC4",-0.002816419,0.990403457,"no hit","1-10 FA"
"2255","RANGAP1",-0.002205446,0.990701827,"no hit","1-10 FA"
"2256","DUT",-0.002239531,0.992772212,"no hit","1-10 FA"
"2257","KPNA4",-0.000764975,0.99388546,"no hit","1-10 FA"
"2258","SUPT6H",-0.001138975,0.994362185,"no hit","1-10 FA"
"2259","VDAC1",1.585392072,1.29e-05,"enriched hit","8-3 FA"
"2260","ECH1",3.165876168,1.43e-05,"enriched hit","8-3 FA"
"2261","BCAT2",0.912456541,0.00096696,"enriched candidate","8-3 FA"
"2262","CANX",1.048374466,0.001195877,"enriched candidate","8-3 FA"
"2263","PITPNB",2.212422861,0.002915499,"no hit","8-3 FA"
"2264","VDAC2",1.592451455,0.004359361,"no hit","8-3 FA"
"2265","EIF4E",-0.759884094,0.006614012,"no hit","8-3 FA"
"2266","LMNB1",0.845343755,0.006933007,"no hit","8-3 FA"
"2267","FASN",-0.895354845,0.007043665,"no hit","8-3 FA"
"2268","ERH",0.679433219,0.008377589,"no hit","8-3 FA"
"2269","ERAP1",0.981991397,0.009268064,"no hit","8-3 FA"
"2270","NAE1",-0.996015553,0.009417754,"no hit","8-3 FA"
"2271","RBBP7",0.690590731,0.009797778,"no hit","8-3 FA"
"2272","SND1",0.627741956,0.010436796,"no hit","8-3 FA"
"2273","TPT1",-0.607605971,0.010488501,"no hit","8-3 FA"
"2274","XRN2",0.883962256,0.010546496,"no hit","8-3 FA"
"2275","EEF1A1|EEF1A1P5",-0.905602478,0.010628527,"no hit","8-3 FA"
"2276","LSM6",0.72049005,0.011228169,"no hit","8-3 FA"
"2277","SSBP1",0.792869609,0.011504639,"no hit","8-3 FA"
"2278","GSTP1",-0.756578949,0.011744688,"no hit","8-3 FA"
"2279","OLA1",-0.776941191,0.012074133,"no hit","8-3 FA"
"2280","RPL23",-1.501530866,0.014105983,"no hit","8-3 FA"
"2281","PGK1",-0.742329454,0.014166033,"no hit","8-3 FA"
"2282","PMPCB",0.557301663,0.017631758,"no hit","8-3 FA"
"2283","PFAS",-0.874302048,0.017947024,"no hit","8-3 FA"
"2284","PRDX3",0.681556511,0.018184743,"no hit","8-3 FA"
"2285","PDCD6IP",-0.60174986,0.018188042,"no hit","8-3 FA"
"2286","PRDX2",-0.601000049,0.018647397,"no hit","8-3 FA"
"2287","TPI1",-0.630245753,0.019269288,"no hit","8-3 FA"
"2288","RPS25",-0.743921335,0.019901417,"no hit","8-3 FA"
"2289","CTSZ",1.070072169,0.019907836,"no hit","8-3 FA"
"2290","GLB1",0.566449317,0.02005498,"no hit","8-3 FA"
"2291","PEBP1",-0.761456737,0.020899513,"no hit","8-3 FA"
"2292","HSPB1",-1.698453449,0.021730116,"no hit","8-3 FA"
"2293","GBE1",-0.890127103,0.021891777,"no hit","8-3 FA"
"2294","USP7",0.549950538,0.022011383,"no hit","8-3 FA"
"2295","TMEM189-UBE2V1|UBE2V1",-0.507873974,0.023049607,"no hit","8-3 FA"
"2296","ENO1",-0.680064291,0.023280498,"no hit","8-3 FA"
"2297","PSAP",0.68320532,0.02334151,"no hit","8-3 FA"
"2298","PGAM1",-0.656499762,0.023600479,"no hit","8-3 FA"
"2299","RPL27A",-0.672822792,0.023739104,"no hit","8-3 FA"
"2300","EEF2",-0.528140843,0.024868689,"no hit","8-3 FA"
"2301","LACTB2",0.579996953,0.025010857,"no hit","8-3 FA"
"2302","HSPA5",0.627291073,0.025209084,"no hit","8-3 FA"
"2303","NUCB1",0.660240519,0.026210984,"no hit","8-3 FA"
"2304","CNPY3",0.544639588,0.026277372,"no hit","8-3 FA"
"2305","NUP107",0.419037425,0.0275025,"no hit","8-3 FA"
"2306","RBBP4",0.564743832,0.02752766,"no hit","8-3 FA"
"2307","ZNF90|RPS16",-0.787768693,0.027947873,"no hit","8-3 FA"
"2308","RPL17|RPL17-C18orf32",-1.502478633,0.028809329,"no hit","8-3 FA"
"2309","XP32",0.936322675,0.031218415,"no hit","8-3 FA"
"2310","ARMT1",-0.614755375,0.031893785,"no hit","8-3 FA"
"2311","DPYSL2",-0.941900865,0.032381108,"no hit","8-3 FA"
"2312","CAT",0.486431044,0.033969304,"no hit","8-3 FA"
"2313","PDHB",0.567408496,0.034013957,"no hit","8-3 FA"
"2314","NUP214",0.508628942,0.034119479,"no hit","8-3 FA"
"2315","HNRNPUL2-BSCL2|HNRNPUL2",0.598027553,0.035145383,"no hit","8-3 FA"
"2316","UBA6",-0.469438206,0.035184388,"no hit","8-3 FA"
"2317","S100A10",1.013317114,0.036211046,"no hit","8-3 FA"
"2318","TXNDC5",0.391661095,0.036722694,"no hit","8-3 FA"
"2319","RPL9",-0.561269909,0.037821587,"no hit","8-3 FA"
"2320","PITRM1",0.479400905,0.039234324,"no hit","8-3 FA"
"2321","RMDN3",0.405005394,0.039793595,"no hit","8-3 FA"
"2322","TXN",-0.71613539,0.042043576,"no hit","8-3 FA"
"2323","PSAT1",-0.73894328,0.043065601,"no hit","8-3 FA"
"2324","DPP7",0.586404947,0.043437522,"no hit","8-3 FA"
"2325","CCT3",-0.612055212,0.043462605,"no hit","8-3 FA"
"2326","LASP1",-0.511097527,0.043740167,"no hit","8-3 FA"
"2327","ILF2",0.405449822,0.044515065,"no hit","8-3 FA"
"2328","PYGL",-0.60202394,0.045366901,"no hit","8-3 FA"
"2329","RPS2",-1.197879989,0.04604154,"no hit","8-3 FA"
"2330","RBM39",0.542108508,0.046103406,"no hit","8-3 FA"
"2331","HYOU1",0.436153151,0.047357184,"no hit","8-3 FA"
"2332","SNRPB|SNRPN",1.147467298,0.047375347,"no hit","8-3 FA"
"2333","DLST",-0.945514651,0.047761042,"no hit","8-3 FA"
"2334","HNRNPAB",0.710317155,0.048065726,"no hit","8-3 FA"
"2335","DHX9",0.376837794,0.048615099,"no hit","8-3 FA"
"2336","CTSB",0.532918802,0.048891744,"no hit","8-3 FA"
"2337","RPS3",-0.896025708,0.052705281,"no hit","8-3 FA"
"2338","SARNP",-0.52216019,0.055737758,"no hit","8-3 FA"
"2339","HEXB",0.919271404,0.056010769,"no hit","8-3 FA"
"2340","MYH9",-0.601140784,0.056094658,"no hit","8-3 FA"
"2341","PARP1",0.403255522,0.056299734,"no hit","8-3 FA"
"2342","RBM14",-1.009824141,0.056849285,"no hit","8-3 FA"
"2343","CFL1",-0.450167575,0.061005601,"no hit","8-3 FA"
"2344","GLRX5",0.642722689,0.061239656,"no hit","8-3 FA"
"2345","SEC13",0.327049171,0.061460067,"no hit","8-3 FA"
"2346","CHERP",0.670005591,0.06512975,"no hit","8-3 FA"
"2347","CLTA",0.619831401,0.065365227,"no hit","8-3 FA"
"2348","MDH2",0.359387037,0.067660393,"no hit","8-3 FA"
"2349","POR",0.898510704,0.069284318,"no hit","8-3 FA"
"2350","U2SURP",0.3898878,0.074178352,"no hit","8-3 FA"
"2351","IDH2",0.915212178,0.074943824,"no hit","8-3 FA"
"2352","CCT6A",-0.58920387,0.075168967,"no hit","8-3 FA"
"2353","DUT",-0.593600314,0.075463625,"no hit","8-3 FA"
"2354","ARHGDIA",-0.318703144,0.075759743,"no hit","8-3 FA"
"2355","U2AF1L5|U2AF1",0.552214094,0.076283301,"no hit","8-3 FA"
"2356","UTRN",0.433624494,0.076705153,"no hit","8-3 FA"
"2357","NUMA1",0.547113579,0.077378541,"no hit","8-3 FA"
"2358","YWHAH",-0.351066078,0.078358596,"no hit","8-3 FA"
"2359","ERP44",0.51044632,0.080439193,"no hit","8-3 FA"
"2360","MCM6",-0.426859899,0.080674484,"no hit","8-3 FA"
"2361","GLRX3",-0.32777061,0.081790323,"no hit","8-3 FA"
"2362","COPG1",0.599811065,0.082320715,"no hit","8-3 FA"
"2363","PPA2",0.656530341,0.082340449,"no hit","8-3 FA"
"2364","EFHD2",-0.738635438,0.08259872,"no hit","8-3 FA"
"2365","CBX3",0.408196018,0.082614837,"no hit","8-3 FA"
"2366","ACOX1",0.481894254,0.083041634,"no hit","8-3 FA"
"2367","DDX18",0.440322114,0.086238831,"no hit","8-3 FA"
"2368","LDHA",-0.320734664,0.086842223,"no hit","8-3 FA"
"2369","ENOPH1",-0.418395293,0.087761205,"no hit","8-3 FA"
"2370","RNPEP",-0.518253768,0.087795658,"no hit","8-3 FA"
"2371","MDH1",-0.370153283,0.08791214,"no hit","8-3 FA"
"2372","PGM2",-0.606233702,0.089190034,"no hit","8-3 FA"
"2373","GAA",0.644217775,0.089346301,"no hit","8-3 FA"
"2374","ANXA5",-0.453260503,0.090792519,"no hit","8-3 FA"
"2375","CS",0.594828868,0.091696829,"no hit","8-3 FA"
"2376","RPS19",-0.777463247,0.092953199,"no hit","8-3 FA"
"2377","TARDBP",0.346276197,0.093047479,"no hit","8-3 FA"
"2378","ACLY",-0.354403841,0.093535203,"no hit","8-3 FA"
"2379","YWHAE",-0.352295332,0.094085227,"no hit","8-3 FA"
"2380","SRSF1",0.654283457,0.09450043,"no hit","8-3 FA"
"2381","FLNB",-0.411173757,0.095197373,"no hit","8-3 FA"
"2382","RACK1",-0.602932072,0.09548438,"no hit","8-3 FA"
"2383","HMGN1",0.3892814,0.097878164,"no hit","8-3 FA"
"2384","AHNAK",-0.583101474,0.100431583,"no hit","8-3 FA"
"2385","CAP1",-0.269367194,0.101383557,"no hit","8-3 FA"
"2386","CTSD",0.603934539,0.102235767,"no hit","8-3 FA"
"2387","PLD3",0.87265352,0.102372216,"no hit","8-3 FA"
"2388","MTPN",-0.398580697,0.103468347,"no hit","8-3 FA"
"2389","CSE1L",-0.557760601,0.104792011,"no hit","8-3 FA"
"2390","OTUB1",-0.37642949,0.106745924,"no hit","8-3 FA"
"2391","RPS4X",-0.499124103,0.10686781,"no hit","8-3 FA"
"2392","HSP90B1",0.536829112,0.108775622,"no hit","8-3 FA"
"2393","ME2",0.60165957,0.108935783,"no hit","8-3 FA"
"2394","USO1",0.322232275,0.10900549,"no hit","8-3 FA"
"2395","AP2B1",0.389211666,0.109668167,"no hit","8-3 FA"
"2396","DDB1",0.339370216,0.109919835,"no hit","8-3 FA"
"2397","KPNA4",0.638531076,0.110274565,"no hit","8-3 FA"
"2398","KHDRBS1",0.527954345,0.110748767,"no hit","8-3 FA"
"2399","DSP",-1.789918815,0.111094016,"no hit","8-3 FA"
"2400","CCT5",-0.437981611,0.113316154,"no hit","8-3 FA"
"2401","RPS14",-0.471511207,0.114070996,"no hit","8-3 FA"
"2402","SNRNP70",0.337576207,0.115128369,"no hit","8-3 FA"
"2403","HNRNPL",0.304099534,0.115213283,"no hit","8-3 FA"
"2404","CTSL",0.970413297,0.116242185,"no hit","8-3 FA"
"2405","BPNT1",-0.331777328,0.117050215,"no hit","8-3 FA"
"2406","MKI67",-1.150374301,0.118506064,"no hit","8-3 FA"
"2407","NUTF2",-0.3147637,0.118677488,"no hit","8-3 FA"
"2408","HSPA9",0.446921544,0.12136182,"no hit","8-3 FA"
"2409","SERBP1",-0.433243919,0.121847441,"no hit","8-3 FA"
"2410","RRBP1",0.560035083,0.122893219,"no hit","8-3 FA"
"2411","SRRT",0.276263869,0.124052753,"no hit","8-3 FA"
"2412","PKM",-0.632267706,0.124226313,"no hit","8-3 FA"
"2413","KHSRP",0.359604833,0.124544468,"no hit","8-3 FA"
"2414","EWSR1",0.378277101,0.125822159,"no hit","8-3 FA"
"2415","SDF4",0.712183564,0.125878948,"no hit","8-3 FA"
"2416","TAGLN2",-0.411776783,0.126277388,"no hit","8-3 FA"
"2417","NAXE",-0.337459519,0.126494817,"no hit","8-3 FA"
"2418","ALDH2",0.434705795,0.128550294,"no hit","8-3 FA"
"2419","ARPC2",-0.280713945,0.128997174,"no hit","8-3 FA"
"2420","NAGA",0.522428596,0.130164097,"no hit","8-3 FA"
"2421","CTSA",0.385687288,0.130274309,"no hit","8-3 FA"
"2422","PRKDC",-0.493360633,0.130633664,"no hit","8-3 FA"
"2423","RAN",-0.291343792,0.131407501,"no hit","8-3 FA"
"2424","H2AFY",0.527106164,0.135045159,"no hit","8-3 FA"
"2425","LMNB2",0.385241984,0.13513926,"no hit","8-3 FA"
"2426","PREP",-0.314184954,0.135608617,"no hit","8-3 FA"
"2427","PRPF19",0.760402601,0.135626805,"no hit","8-3 FA"
"2428","LSM2",0.386858604,0.135806966,"no hit","8-3 FA"
"2429","TSFM",0.358422035,0.136424251,"no hit","8-3 FA"
"2430","CNBP",-0.478076012,0.137712463,"no hit","8-3 FA"
"2431","S100A6",-0.490597454,0.138256969,"no hit","8-3 FA"
"2432","SHMT2",0.444721618,0.138351653,"no hit","8-3 FA"
"2433","LSM7",0.377634241,0.139155774,"no hit","8-3 FA"
"2434","HMGCL",0.291401732,0.143323685,"no hit","8-3 FA"
"2435","PRKCSH",0.64016114,0.146155781,"no hit","8-3 FA"
"2436","CORO1C",0.486880586,0.146437841,"no hit","8-3 FA"
"2437","EXOSC10",0.328182654,0.147124935,"no hit","8-3 FA"
"2438","SPTAN1",0.449773878,0.14736972,"no hit","8-3 FA"
"2439","KTN1",0.668540416,0.15031294,"no hit","8-3 FA"
"2440","NENF",0.764211877,0.152352687,"no hit","8-3 FA"
"2441","ERO1A",0.425854177,0.152462225,"no hit","8-3 FA"
"2442","CAPZA1",0.36954577,0.153204847,"no hit","8-3 FA"
"2443","TPR",0.465918846,0.154580889,"no hit","8-3 FA"
"2444","PPIB",0.430189177,0.155683244,"no hit","8-3 FA"
"2445","ILF3",0.479046728,0.161220141,"no hit","8-3 FA"
"2446","FH",0.309788181,0.161948017,"no hit","8-3 FA"
"2447","GDI1",-0.378286265,0.16233535,"no hit","8-3 FA"
"2448","P4HA1",0.486751046,0.163645579,"no hit","8-3 FA"
"2449","PDIA4",0.373635549,0.166452704,"no hit","8-3 FA"
"2450","RPL7A",-0.502675683,0.166813144,"no hit","8-3 FA"
"2451","LRPPRC",0.69015354,0.167040289,"no hit","8-3 FA"
"2452","ANXA1",-1.102340613,0.167849964,"no hit","8-3 FA"
"2453","YWHAZ",-0.355309508,0.169163243,"no hit","8-3 FA"
"2454","PA2G4",-0.33609494,0.170979008,"no hit","8-3 FA"
"2455","MSN",-0.405590782,0.173895845,"no hit","8-3 FA"
"2456","CKB",-0.426214854,0.175336721,"no hit","8-3 FA"
"2457","GSR",0.420561562,0.175338361,"no hit","8-3 FA"
"2458","PDIA3",0.336200597,0.176265288,"no hit","8-3 FA"
"2459","LSM8",0.706875807,0.177792281,"no hit","8-3 FA"
"2460","RPS11",-0.645432486,0.177940601,"no hit","8-3 FA"
"2461","EPS15L1",-0.218525436,0.180799291,"no hit","8-3 FA"
"2462","RPL4",-0.387370659,0.181314081,"no hit","8-3 FA"
"2463","TRAP1",0.467754567,0.181864019,"no hit","8-3 FA"
"2464","SMARCA5",0.398058771,0.18530337,"no hit","8-3 FA"
"2465","BLMH",0.46247614,0.187684084,"no hit","8-3 FA"
"2466","NUP133",0.372153201,0.187753126,"no hit","8-3 FA"
"2467","PMPCA",0.311178093,0.191806085,"no hit","8-3 FA"
"2468","DECR1",0.368044355,0.192046141,"no hit","8-3 FA"
"2469","ATXN2L",-0.359521775,0.192878291,"no hit","8-3 FA"
"2470","XRCC5",0.238137385,0.193731394,"no hit","8-3 FA"
"2471","PLOD3",0.440637643,0.196470046,"no hit","8-3 FA"
"2472","GOLGB1",0.357835281,0.197355352,"no hit","8-3 FA"
"2473","CCT4",-0.409404191,0.197651699,"no hit","8-3 FA"
"2474","API5",0.450012602,0.19817082,"no hit","8-3 FA"
"2475","HADHA",0.573449663,0.19910961,"no hit","8-3 FA"
"2476","ECI1",0.270801093,0.199993236,"no hit","8-3 FA"
